V1,Sexe,Age,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
874,2,24,1,3,3,3,4,2,5,3,1,2,3,1,2,4,3,3,1,1,3,4,1,5,2,5,3,2,5
879,2,40,1,3,1,1,1,3,3,3,1,3,1,3,1,3,3,3,1,1,1,3,3,2,3,3,2,3,2
880,2,24,2,3,3,1,2,2,1,4,1,2,1,4,4,3,3,3,1,4,3,2,3,4,4,4,2,1,3
882,2,49,3,4,3,2,1,2,5,3,1,3,4,4,3,4,4,2,1,4,4,3,1,4,2,3,2,2,4
885,2,29,1,1,1,1,1,1,3,3,2,1,3,2,1,1,3,4,3,2,2,4,4,4,3,4,3,4,4
889,2,19,1,4,3,3,1,3,5,5,1,3,1,4,3,4,3,4,1,2,1,2,3,5,4,3,1,3,5
891,2,27,1,2,2,4,2,1,3,4,1,3,2,4,3,3,4,4,1,1,2,2,4,3,3,4,2,2,4
894,2,18,1,3,3,4,1,3,4,4,1,2,2,4,1,4,4,4,2,4,2,4,4,4,2,4,2,5,4
899,2,21,3,3,2,4,2,1,5,4,3,1,3,4,3,1,5,5,3,3,2,4,2,1,3,2,2,4,4
901,2,17,1,2,2,4,1,2,5,4,1,1,2,4,1,5,3,4,1,4,3,3,4,4,4,1,1,5,5
902,2,19,1,2,3,3,2,5,3,3,3,1,4,4,5,3,3,5,3,3,4,3,3,2,1,4,4,4,5
909,2,37,1,4,1,2,2,2,2,3,1,1,2,3,1,2,2,3,2,2,2,3,2,4,2,4,2,3,4
913,2,22,2,3,2,3,2,3,1,2,1,2,2,1,4,4,4,2,3,2,3,4,4,4,3,5,2,4,4
914,2,20,1,3,1,3,1,1,2,5,1,3,1,4,1,4,1,5,1,4,1,2,2,1,1,2,1,1,5
917,2,20,2,1,1,3,1,2,4,2,3,2,2,4,1,2,2,2,3,4,2,4,4,4,2,4,2,4,5
925,2,28,1,1,1,2,1,2,5,4,1,1,2,4,1,4,4,4,4,4,2,4,3,5,4,5,1,2,5
928,2,19,1,3,4,4,1,3,4,4,1,3,3,5,4,4,4,3,2,3,3,3,4,4,4,4,2,3,4
954,2,19,1,2,1,2,1,1,3,4,1,3,1,5,1,3,3,4,1,2,3,4,2,3,3,1,2,5,5
960,2,20,1,3,1,2,1,1,4,3,1,4,2,1,1,4,2,3,1,5,2,4,4,4,3,1,1,2,4
977,2,20,3,3,2,4,3,2,4,4,2,4,2,3,3,3,3,4,3,4,2,3,2,4,3,4,2,4,3
980,2,21,2,3,2,3,1,2,3,5,1,1,5,5,2,4,3,4,1,3,4,5,2,4,2,4,5,3,5
984,2,20,2,3,4,3,1,2,3,4,1,3,2,3,2,4,3,4,1,2,2,3,2,3,2,4,2,2,2
985,2,19,1,1,1,3,1,1,5,5,1,1,3,5,3,4,3,5,1,1,3,1,3,3,3,2,1,2,5
986,2,22,2,3,2,3,1,1,3,4,1,1,3,5,2,3,2,4,1,2,3,3,2,4,4,5,3,3,2
991,2,19,1,2,3,2,1,3,4,5,1,2,5,5,1,4,5,3,1,3,5,2,3,3,3,2,4,4,5
993,2,24,2,2,3,4,1,2,3,3,2,2,3,4,2,2,4,3,2,2,4,4,3,3,1,3,2,3,4
996,2,23,1,4,1,1,4,1,5,4,1,1,3,2,2,1,3,2,2,4,2,4,2,3,2,2,2,5,5
997,2,23,3,3,3,1,3,1,2,5,3,2,4,1,3,4,1,1,3,4,4,4,1,4,2,4,2,4,3
