id,age,gender,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,DQS_A_4,FAD_W_1,FAD_W_2,FAD_W_3,FAD_W_4,FAD_W_5,FAD_W_6,FAD_W_7,FAD_W_8,FAD_W_9,FAD_W_10,FAD_W_11,FAD_W_12,FAD_W_13,FAD_W_14,FAD_W_15,FAD_W_16,FAD_W_17,FAD_W_18,FAD_W_19,FAD_W_20,FAD_W_21,FAD_W_22,FAD_W_23,FAD_W_24,FAD_W_25,FAD_W_26,FAD_W_27,DQS_B_2,LOC_1,LOC_2,LOC_3,LOC_4,LOC_5,LOC_6,LOC_7,Rosenberg_1,Rosenberg_2,Rosenberg_3,Rosenberg_4,Rosenberg_5,Rosenberg_6,Rosenberg_7,Rosenberg_8,Rosenberg_9,Rosenberg_10,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,DQS_C_3,GBJW_1,GBJW_2,GBJW_3,GBJW_4,GBJW_5,GBJW_6,GBJW_7,sample_id
657,58,2,1,2,1,5,1,1,4,3,1,2,3,4,1,1,4,3,2,2,2,2,4,2,4,1,3,4,4,4,1,3,2,2,1,1,4,4,1,3,4,3,2,4,2,4,4,2,2,2,4,3,3,1,1,3,2,2,2,3,1,3,4,6,7,3,3,3,3,1,2,3,2,1,3,3,1,2,1,5,1,2,2,1,3,4,3,2,3,4,4,2,1,4,2,3,2
658,52,1,3,3,4,2,3,2,5,2,3,2,5,2,3,2,4,2,4,3,5,5,4,2,2,2,4,1,5,4,2,3,4,1,3,2,5,3,3,2,5,2,5,2,5,2,4,3,5,5,2,3,2,3,5,1,5,2,2,2,2,5,5,3,5,2,3,2,3,3,3,2,3,3,3,3,5,3,2,5,3,3,2,4,4,4,4,2,3,4,2,2,1,2,2,1,2
659,31,2,2,4,3,4,2,2,3,4,2,2,3,3,2,2,3,4,3,3,2,2,4,2,4,3,2,4,2,4,2,3,3,4,2,2,3,4,2,2,2,3,2,4,2,3,4,3,2,3,3,2,4,4,2,4,3,2,2,3,5,4,6,6,4,2,2,2,3,2,2,3,3,2,2,2,4,2,2,4,2,2,2,3,4,2,2,2,3,3,4,3,3,3,3,2,1
660,62,2,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,5,6,5,6,6,6,2,3,2,2,3,3,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,4,4,4,3,5,2,3,1
661,34,1,4,4,5,4,3,3,2,4,4,3,4,2,3,4,3,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,4,4,3,4,4,4,4,4,2,4,3,3,4,4,4,4,4,3,2,6,4,3,3,5,5,6,2,2,2,2,2,2,3,3,2,3,4,2,4,4,5,3,3,2,3,4,4,4,2,3,4,3,4,4,5,1,1,1
662,31,2,1,2,3,5,1,1,5,4,2,1,4,4,1,3,5,5,4,2,4,3,4,1,4,4,2,2,5,4,2,3,5,3,1,1,5,4,4,1,4,4,1,2,5,5,4,2,4,4,3,1,2,4,3,3,4,2,2,5,5,5,4,7,6,3,3,3,4,2,3,3,3,1,3,4,4,3,3,2,3,2,3,2,5,5,3,4,3,4,4,3,3,4,1,1,2
663,23,2,2,3,3,5,1,3,4,4,1,2,4,4,1,4,4,5,3,3,4,3,5,4,4,5,3,4,4,4,1,3,4,2,3,3,5,5,4,3,4,4,4,3,4,5,3,3,4,4,5,4,3,5,3,4,4,2,4,4,5,5,7,7,7,3,3,3,2,3,3,3,4,1,4,3,5,3,4,5,4,2,1,5,4,3,3,5,3,4,4,4,3,4,3,3,2
664,31,2,2,4,4,4,4,2,4,3,2,2,4,5,2,3,2,3,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,2,4,2,5,4,2,3,4,4,3,4,4,4,4,2,4,5,4,5,3,5,4,4,5,2,7,3,7,3,6,5,5,2,4,2,2,3,4,2,4,4,2,4,2,4,4,4,2,2,3,2,3,3,2,5,3,4,4,4,2,4,4,2,2
665,44,2,2,4,4,4,1,1,5,4,2,3,5,2,2,1,3,5,3,2,4,4,4,3,5,2,4,4,4,4,2,4,4,4,1,1,4,4,1,3,5,2,4,3,4,4,3,2,4,4,3,4,4,4,4,2,4,2,4,5,4,5,4,7,6,3,3,3,2,4,3,3,3,3,3,4,4,3,4,5,3,3,3,4,4,4,2,5,3,4,5,5,1,4,4,1,1
666,53,2,3,4,3,4,3,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,2,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,4,3,2,4,3,2,3,3,4,4,4,4,4,4,3,1
667,46,2,2,4,4,5,2,2,5,4,2,2,5,2,3,4,3,5,4,4,4,4,4,3,3,4,4,3,5,4,2,4,4,4,2,2,5,4,2,4,5,4,4,4,4,5,2,3,4,4,4,2,4,4,3,2,4,2,5,5,5,3,5,5,5,3,2,3,3,2,2,3,2,2,3,2,3,4,2,4,3,4,2,2,3,2,3,2,3,4,4,4,2,4,2,2,1
668,49,2,2,4,4,4,2,1,2,4,2,3,2,2,2,4,3,4,3,2,2,3,4,4,4,4,2,3,4,4,1,2,3,2,3,2,3,3,2,4,3,2,4,4,4,4,2,3,3,4,3,4,4,4,2,2,2,2,5,5,5,5,5,5,4,2,3,2,2,3,3,3,3,3,2,4,4,4,2,4,3,2,1,3,2,4,3,4,3,2,3,4,2,3,2,1,2
669,43,2,2,2,4,3,1,2,5,3,2,1,4,3,4,4,4,4,3,3,4,2,3,3,4,4,4,4,4,4,1,3,4,2,2,1,4,3,1,1,4,3,3,4,4,4,4,3,4,4,3,2,3,4,2,3,4,2,5,4,3,4,5,5,4,3,4,2,4,3,4,3,3,3,2,2,4,1,2,5,2,3,2,2,2,4,2,2,3,4,3,4,1,5,2,3,1
670,45,2,3,3,1,3,2,3,3,3,3,2,5,1,3,3,4,4,3,1,4,3,2,4,2,3,1,4,4,4,3,3,1,2,3,3,4,4,3,2,4,1,3,3,4,4,4,2,4,3,4,3,4,3,2,3,4,2,4,3,4,5,5,4,4,2,4,2,2,3,3,3,2,3,2,4,5,3,3,3,3,1,2,3,1,4,4,3,3,3,3,2,3,3,1,1,1
671,26,2,2,4,2,2,2,2,4,4,2,2,4,2,2,2,4,4,4,2,2,2,4,2,4,4,2,4,4,4,2,4,2,2,2,2,4,4,2,2,4,2,2,4,4,3,2,2,4,2,2,2,4,4,2,4,4,2,6,6,3,5,3,5,4,2,3,3,3,3,2,3,3,3,2,2,4,2,2,3,2,3,4,4,4,2,1,2,3,4,2,2,4,4,2,2,2
672,34,2,4,3,3,4,2,2,5,4,4,4,4,4,4,3,2,5,4,4,4,4,4,4,2,4,3,4,4,4,4,3,3,4,4,2,5,4,4,4,5,4,2,4,5,5,4,4,4,5,4,3,4,5,4,3,5,2,5,6,2,6,5,6,5,1,4,2,3,4,4,2,4,3,1,4,5,1,2,5,2,2,2,2,5,4,2,2,3,4,3,2,2,2,2,2,2
673,23,2,3,4,4,4,1,1,4,3,1,1,5,3,1,1,4,5,3,3,4,2,5,1,3,1,4,3,5,4,2,4,3,3,3,1,5,2,2,1,5,4,2,2,5,5,4,3,5,3,5,2,4,2,3,3,5,2,2,2,3,2,7,7,6,1,4,3,2,3,3,3,3,3,2,3,4,2,3,4,4,2,2,4,4,4,2,4,3,4,5,4,3,4,5,3,1
674,55,2,1,1,2,3,2,1,4,3,1,1,3,2,3,1,1,4,4,2,4,4,2,2,3,2,3,4,5,4,1,2,3,1,1,1,4,3,1,1,2,3,3,1,4,4,3,2,2,4,3,1,4,4,3,3,4,2,2,2,1,2,3,4,6,3,2,3,3,2,1,4,3,2,3,1,2,1,1,1,1,1,4,1,4,1,1,1,3,1,2,4,1,4,2,1,1
675,36,2,4,5,2,2,4,4,4,5,4,2,2,1,4,4,5,5,4,2,4,4,2,2,5,4,1,1,5,4,4,4,3,1,4,4,2,5,4,3,5,1,2,4,5,4,4,3,1,5,1,3,2,4,5,2,5,2,1,3,7,7,1,5,5,1,4,1,1,4,4,2,3,4,1,5,5,5,4,4,5,2,2,5,2,4,4,5,3,2,2,4,3,1,1,3,2
676,35,1,2,4,3,4,2,3,4,3,2,4,4,4,4,4,5,3,2,4,3,4,2,4,2,4,4,3,4,4,2,2,3,2,2,4,2,2,2,2,2,4,3,3,4,3,4,3,4,4,4,2,4,4,2,4,4,2,5,3,2,3,4,5,5,2,3,2,2,3,4,2,3,3,3,3,2,4,2,4,4,3,4,2,2,2,4,4,3,4,5,5,2,3,3,3,1
677,36,2,2,4,4,4,2,2,4,2,2,4,4,1,2,3,4,4,2,2,4,3,4,4,2,4,2,2,4,4,2,4,4,3,2,2,4,2,2,4,4,1,2,4,4,3,2,2,3,3,2,4,3,4,2,1,4,2,4,3,6,5,5,5,5,2,4,2,1,4,4,1,3,4,2,5,5,4,4,4,5,2,1,4,4,4,2,4,3,4,5,3,3,4,2,2,2
678,35,2,1,3,4,4,3,1,4,5,1,1,5,2,2,2,4,5,4,2,2,2,4,2,5,4,3,2,5,4,2,3,4,2,2,1,4,5,2,1,5,1,2,2,5,5,4,2,4,4,5,2,2,3,2,1,4,2,2,5,5,6,5,6,5,1,4,3,2,2,4,1,4,4,1,3,3,1,4,3,2,2,4,1,5,5,1,2,3,1,2,1,1,1,1,1,1
679,37,2,4,4,3,3,2,3,4,4,3,4,4,3,3,3,4,5,4,4,5,4,3,4,3,3,3,4,4,4,3,4,3,2,3,3,5,4,3,4,4,3,4,3,5,3,3,4,4,5,3,4,3,3,4,3,5,2,6,7,5,5,5,5,4,2,4,2,2,4,3,2,4,3,2,3,3,3,3,5,5,1,1,1,3,4,3,1,3,4,4,4,2,3,4,3,2
680,63,1,3,5,3,5,3,2,5,4,3,3,5,4,3,3,4,4,4,4,4,3,4,4,4,3,3,4,5,4,3,3,3,2,3,2,5,4,3,3,4,4,3,2,5,4,3,3,2,4,5,4,3,3,1,1,4,2,3,2,4,2,5,6,6,3,3,3,3,2,3,3,3,2,3,3,3,2,2,4,4,3,3,3,4,4,2,3,3,4,5,4,3,4,3,4,1
681,52,2,4,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,2,3,3,4,3,3,4,4,4,3,4,4,1,4,4,4,1,4,3,4,2,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,5,6,5,5,5,5,4,2,4,2,3,3,3,3,3,3,2,4,4,3,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,4,2,5,2
682,53,2,2,4,3,3,2,4,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,4,3,3,3,4,3,4,2,4,3,3,2,3,4,4,3,4,4,4,3,3,4,4,4,3,4,4,5,4,3,4,3,4,4,2,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,3,3,4,3,2,4,2,3,3,2,4,3,2,3,3,4,4,4,4,4,4,3,1
683,24,2,3,4,4,1,4,1,5,4,3,3,4,1,4,4,3,5,4,1,4,4,1,4,4,4,4,1,5,4,2,4,5,2,4,2,5,3,2,2,4,2,4,4,4,5,4,4,4,5,2,1,2,4,4,1,4,2,4,5,5,6,2,3,2,2,3,2,2,3,2,2,4,3,2,2,2,1,2,5,4,3,3,2,2,2,5,1,3,4,2,5,2,3,2,2,2
684,35,1,4,5,4,3,4,4,5,2,5,5,5,2,3,4,4,3,2,4,5,5,3,5,2,5,4,2,5,4,5,5,4,2,5,4,5,2,5,5,5,2,4,4,5,2,2,4,5,5,3,5,3,5,4,2,5,2,3,3,4,3,5,4,5,3,2,3,3,2,2,3,2,2,3,1,3,2,2,4,3,4,3,2,4,2,2,2,3,4,3,3,3,4,3,3,2
685,38,2,2,2,4,5,2,3,4,3,2,2,4,4,2,2,4,4,4,2,4,2,5,2,4,2,4,1,4,4,2,2,4,1,2,4,5,4,2,2,4,4,4,2,4,4,4,2,2,4,4,4,4,4,2,1,4,2,6,5,5,7,6,6,7,2,3,2,3,3,4,2,3,4,2,4,3,1,3,4,5,2,4,2,4,4,2,2,3,4,5,3,2,2,2,3,2
686,42,2,2,2,4,4,4,2,5,4,2,3,5,2,2,4,5,5,4,4,4,3,3,4,4,4,4,3,5,4,2,3,4,2,3,2,5,4,3,3,5,2,4,3,5,4,4,3,5,4,4,4,3,4,4,2,5,2,3,2,5,3,5,6,5,1,4,2,2,4,4,1,4,4,1,4,5,5,2,4,4,3,4,5,4,4,3,4,3,4,4,4,3,4,1,1,1
687,26,2,2,4,5,4,2,3,3,2,3,2,4,3,2,4,4,4,4,3,3,3,4,3,3,2,3,3,5,4,2,4,4,2,2,2,4,3,3,3,4,4,3,3,5,2,4,4,4,4,2,3,2,4,3,4,4,2,4,5,5,5,5,5,6,3,3,2,2,2,3,3,3,2,3,3,4,3,2,5,2,3,4,2,4,2,2,2,3,3,4,2,3,3,1,5,2
688,26,1,3,3,3,4,3,3,4,3,2,3,4,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,4,3,4,3,4,4,3,3,4,4,5,3,3,3,4,4,4,2,3,3,4,3,5,5,5,3,2,2,3,2,2,3,2,2,3,2,4,2,2,3,2,3,2,3,2,2,3,3,3,4,3,3,3,4,3,4,1
689,30,2,2,4,5,5,2,3,5,4,2,2,4,2,3,4,4,4,4,4,5,3,4,5,3,4,4,4,4,4,2,4,5,2,2,2,4,4,2,3,4,2,4,2,4,4,4,3,3,4,3,5,3,4,3,3,4,2,6,4,7,7,5,6,5,2,3,2,2,3,3,3,4,3,3,4,4,4,4,5,3,3,2,3,2,4,3,4,3,4,4,4,3,4,3,2,2
690,48,1,1,4,4,4,2,3,4,4,2,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,2,4,4,3,2,2,4,4,2,3,4,4,4,3,4,4,3,4,4,4,4,3,4,2,3,4,4,2,2,2,4,5,4,6,6,2,3,3,2,3,3,3,3,3,3,4,3,2,4,4,3,2,2,3,2,4,3,3,3,4,4,4,3,4,4,4,1
691,31,2,3,3,3,3,4,3,3,3,3,4,4,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,2,4,3,4,3,3,4,3,2,4,3,3,2,3,3,4,3,3,3,3,4,4,4,4,2,5,4,5,4,4,4,4,2,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,4,3,3,3,3,4,3,4,4,4,3,2,2
692,37,2,2,2,3,4,2,2,4,4,2,1,4,3,2,4,4,4,2,2,4,2,2,3,4,2,3,2,4,4,1,3,3,3,2,2,4,4,1,2,4,3,4,4,4,5,2,2,4,3,3,4,4,4,3,2,4,2,3,5,4,4,4,5,4,2,3,2,2,3,3,2,3,3,2,4,4,2,4,4,4,2,2,3,4,4,2,2,3,4,4,4,2,4,3,3,2
693,32,2,3,3,3,3,2,1,4,4,3,2,4,4,2,1,4,4,4,3,3,3,2,4,4,2,2,4,5,4,3,2,3,2,4,1,4,4,4,3,4,3,3,3,4,4,4,3,2,4,3,4,3,3,2,4,4,2,5,6,5,2,5,6,6,2,4,3,2,1,3,3,3,2,3,2,3,2,4,2,3,3,4,3,3,4,4,3,3,3,4,4,3,4,5,3,1
694,38,2,5,4,3,4,4,2,3,2,4,4,4,3,4,2,5,2,4,2,4,4,2,3,4,2,3,2,4,4,5,4,4,1,4,2,2,2,5,4,4,3,5,2,4,2,2,2,2,3,3,2,2,2,3,2,2,2,3,4,3,6,3,4,2,3,3,3,2,2,3,2,3,3,2,4,3,4,3,5,2,2,2,3,3,5,4,4,3,4,3,4,2,4,2,2,1
695,34,1,2,2,3,4,2,2,4,3,2,2,4,2,2,3,4,4,3,2,4,2,4,2,3,2,3,3,4,4,2,2,3,3,2,2,4,4,2,2,4,2,2,3,4,4,3,2,4,4,3,2,4,2,2,3,4,2,3,3,4,4,4,5,4,3,2,3,3,2,2,3,2,2,3,2,3,2,2,4,2,3,3,2,4,2,2,2,3,4,4,4,3,4,4,3,1
696,23,2,3,3,3,4,2,3,4,3,2,2,4,4,3,3,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,3,3,3,2,3,4,4,2,2,4,4,2,3,4,4,3,3,4,3,3,3,4,3,3,4,4,2,4,4,4,3,4,5,4,3,3,2,3,3,2,3,3,2,3,3,4,3,3,3,3,2,3,3,3,2,3,4,3,4,4,4,3,4,3,4,1
697,46,2,1,2,2,3,2,1,5,4,1,2,5,4,3,4,4,4,1,3,3,2,3,3,4,2,3,2,5,4,1,2,2,3,2,1,5,3,1,1,1,4,3,4,4,4,1,3,3,2,3,3,4,4,4,2,5,2,1,2,1,3,2,4,5,2,3,2,3,3,3,2,2,3,2,2,2,3,1,5,3,2,3,2,4,4,1,2,3,3,3,2,1,4,3,3,2
698,47,1,2,3,4,4,2,1,5,4,2,2,4,4,2,3,3,4,4,3,4,4,4,4,4,2,4,4,4,4,1,3,4,4,2,1,5,4,1,4,4,3,1,4,4,3,4,4,4,4,4,4,3,3,3,3,4,2,4,4,4,3,5,6,7,2,2,3,3,3,3,3,4,3,2,4,4,2,3,4,2,4,4,3,4,4,2,2,3,4,4,4,4,4,4,2,2
699,32,2,4,4,4,4,4,3,5,4,4,4,5,1,3,4,4,4,4,4,3,4,4,4,4,3,4,3,5,4,4,4,4,2,4,2,5,4,4,4,5,3,4,3,4,4,4,4,4,5,3,4,3,4,5,1,5,2,2,3,1,5,5,5,5,3,3,2,3,2,3,3,3,2,3,4,4,4,4,4,2,2,4,4,4,4,4,2,3,4,4,4,2,4,4,3,1
700,48,1,4,1,3,5,4,2,4,4,4,2,4,5,2,3,3,5,4,4,3,3,3,4,4,5,3,5,5,4,3,3,3,2,2,2,3,4,3,3,4,4,3,2,4,4,4,3,4,4,4,4,3,4,4,3,3,2,4,4,1,3,3,6,5,2,2,2,3,3,2,3,3,3,3,1,3,2,2,4,2,4,3,3,2,4,2,1,3,3,4,4,3,3,3,3,1
701,56,1,2,2,2,3,3,2,2,4,4,4,2,2,4,4,3,4,4,3,2,2,2,3,4,3,2,2,2,4,4,2,2,2,4,2,3,4,3,4,2,2,4,4,3,4,3,4,2,3,3,3,3,4,3,2,2,2,4,4,2,4,4,5,3,2,3,2,2,3,3,2,3,2,2,4,4,4,4,3,4,3,2,3,4,4,2,4,3,4,4,4,3,4,3,3,2
702,31,2,1,3,5,2,1,5,5,5,1,1,5,2,1,3,5,5,1,4,5,5,4,5,5,5,5,5,5,4,1,3,5,1,2,5,5,5,1,3,5,1,5,2,5,3,1,2,5,5,1,4,5,5,5,5,5,2,1,7,4,7,1,4,1,4,1,4,4,1,1,4,1,1,4,5,5,5,5,5,5,1,4,5,1,5,1,5,3,3,2,1,4,3,1,1,2
703,30,1,3,4,4,4,3,1,4,4,3,2,4,2,3,4,4,4,4,4,2,3,4,4,4,3,3,4,4,4,3,4,4,2,3,1,4,4,4,4,4,3,4,2,4,4,4,2,3,3,3,4,3,3,3,4,4,2,2,3,2,4,3,5,5,2,2,3,3,2,2,3,3,2,3,2,3,2,3,4,2,3,4,2,3,4,2,2,3,4,4,4,2,4,3,2,2
704,33,2,2,4,2,4,2,3,4,3,2,3,3,4,2,4,4,3,5,4,3,4,4,4,3,4,4,4,4,4,2,2,2,3,2,4,4,2,2,4,3,4,4,4,4,3,5,4,3,5,2,2,2,5,3,4,2,2,5,5,2,6,6,5,6,2,4,2,2,3,3,3,3,3,3,4,5,2,4,5,5,3,1,4,3,4,4,3,3,5,4,5,3,5,5,2,2
705,36,2,2,4,2,4,2,2,4,4,2,2,4,2,3,2,3,4,2,2,3,3,3,5,4,4,2,4,4,4,2,2,2,3,2,2,4,4,2,2,4,2,3,4,4,4,2,2,4,3,3,5,4,4,3,4,4,2,4,5,6,5,2,4,5,3,3,3,3,2,2,3,3,2,3,1,2,3,2,5,2,4,3,2,3,2,4,2,3,4,4,4,4,4,3,3,1
706,52,2,4,3,4,5,4,2,5,4,5,2,5,4,2,4,4,5,5,4,5,4,5,2,4,4,3,4,5,4,5,2,4,3,5,2,5,4,5,3,5,3,4,3,5,5,4,4,5,5,5,2,4,5,5,4,5,2,5,3,2,4,5,6,5,2,4,2,2,4,4,2,3,3,2,1,4,1,3,5,3,3,1,3,5,2,1,1,3,4,5,4,2,5,4,3,1
707,50,1,2,2,3,4,2,2,3,3,2,3,4,4,3,4,3,5,4,4,3,3,4,3,4,3,3,3,3,4,2,2,3,3,3,2,3,4,2,2,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,3,4,2,3,4,3,5,4,5,5,2,3,3,2,3,3,3,3,3,2,4,4,4,4,4,4,2,2,3,4,4,2,4,3,4,4,4,2,4,3,3,1
708,30,1,1,5,5,3,2,2,4,4,1,2,5,5,5,4,4,5,4,2,4,4,3,5,3,4,5,5,5,4,1,4,4,3,2,2,5,5,2,3,4,4,4,5,4,5,4,3,4,5,3,5,5,5,3,5,4,2,2,3,4,7,6,5,5,3,4,2,3,2,3,2,3,3,2,4,5,2,4,5,3,4,4,3,4,4,1,4,3,4,4,2,3,4,1,3,1
709,22,2,4,4,4,2,4,2,4,2,2,4,4,1,4,4,4,2,4,4,2,4,2,4,2,4,4,4,4,4,2,4,4,1,4,1,5,2,4,4,4,1,5,4,4,2,4,4,2,4,1,4,2,5,2,4,4,2,5,5,5,6,3,3,2,3,2,3,3,3,2,3,3,2,2,4,5,2,2,4,5,2,2,5,2,4,2,5,3,4,2,4,2,4,1,1,2
710,20,2,4,4,4,2,4,2,3,2,4,4,2,1,4,4,2,5,4,4,2,4,2,4,3,4,4,4,2,4,4,5,4,2,4,2,1,2,4,4,1,2,4,4,4,5,4,5,1,4,2,4,4,4,4,4,1,2,4,6,5,1,6,5,5,4,2,4,3,1,2,4,1,1,3,2,2,3,4,4,2,4,4,1,4,2,2,2,3,4,4,2,2,4,2,3,2
711,36,2,2,3,4,4,2,2,4,3,1,2,4,2,2,3,3,5,3,1,5,3,4,3,4,2,3,2,4,4,1,4,4,3,1,2,5,4,1,2,4,2,3,3,4,4,1,2,4,3,3,3,4,4,3,2,5,2,3,4,2,4,4,5,5,3,2,3,3,3,2,4,3,2,3,2,3,1,2,3,2,3,1,1,4,2,1,2,3,4,2,3,2,4,3,3,1
712,27,2,3,1,3,2,4,2,5,1,3,2,5,1,3,2,5,2,5,3,5,3,2,1,2,2,4,1,4,4,4,3,4,3,5,2,4,2,3,2,5,1,3,2,5,3,4,2,4,5,1,2,3,4,5,1,5,2,2,3,4,5,3,4,2,2,3,2,2,4,3,2,3,3,1,2,5,5,3,3,4,2,1,4,2,4,4,5,3,3,2,2,1,2,2,2,2
713,32,2,4,2,2,5,2,2,5,5,4,1,4,3,2,3,2,5,4,2,3,4,2,4,5,4,4,4,4,4,3,4,4,2,2,3,5,5,4,2,5,4,4,3,5,5,4,2,4,4,4,4,5,4,4,2,5,2,5,2,3,2,6,5,6,3,2,3,3,3,2,3,4,2,3,4,4,2,3,3,4,2,2,4,4,3,4,4,3,5,4,4,2,4,2,1,1
714,45,1,1,3,3,4,1,4,4,4,1,1,3,2,2,4,3,5,3,3,4,3,3,4,4,4,3,2,4,4,1,4,3,3,2,4,5,4,1,1,3,2,3,4,4,4,3,3,4,3,4,4,4,4,2,2,4,2,4,4,4,6,4,4,6,1,4,1,1,4,4,1,3,4,1,3,4,2,3,4,4,2,2,4,2,3,3,4,3,4,1,4,5,4,4,2,2
715,31,1,1,2,2,4,2,2,1,2,1,2,1,2,2,5,4,5,4,4,2,4,2,4,4,2,1,2,2,4,1,2,4,1,2,1,2,1,1,2,2,2,2,4,2,4,2,2,1,4,2,2,2,4,2,2,4,2,5,6,5,5,3,5,5,1,4,1,1,3,4,2,3,4,3,4,4,4,4,5,4,2,2,2,2,4,4,4,3,5,5,4,2,4,1,1,1
716,43,2,1,2,5,5,2,2,5,4,1,2,5,2,2,4,4,5,2,3,5,3,5,4,4,3,4,2,5,4,1,3,3,2,1,2,5,4,1,4,5,2,3,5,4,5,2,4,3,4,5,4,3,4,4,2,5,2,2,3,2,3,5,5,6,3,1,3,3,1,1,3,1,1,3,1,4,1,1,5,1,5,1,2,4,1,2,2,3,4,4,4,1,4,4,4,1
717,32,2,4,3,5,4,2,3,5,5,4,2,4,4,4,3,3,4,3,4,4,5,4,4,4,4,4,3,5,4,4,3,4,3,2,3,5,4,4,3,4,3,4,3,4,4,3,4,4,5,3,4,4,4,4,3,4,2,4,4,5,4,5,4,5,2,3,2,4,3,3,2,3,3,2,3,4,4,3,4,3,2,4,2,3,4,3,4,3,4,4,4,4,4,3,2,1
718,24,1,2,2,4,4,2,3,5,4,1,1,4,3,2,4,3,5,2,2,5,4,5,4,4,3,1,3,5,4,4,1,3,2,3,2,4,4,3,3,2,4,1,3,3,3,3,3,2,4,4,3,3,1,1,3,2,2,5,4,6,4,3,2,4,2,2,4,3,3,1,2,1,2,2,4,5,4,3,5,3,5,3,3,3,4,4,3,3,6,2,5,3,1,1,2,1
719,45,2,3,3,4,3,3,2,4,4,3,3,4,2,3,3,3,5,4,4,3,4,2,4,3,5,4,2,4,4,3,4,3,2,3,3,4,4,3,3,3,2,2,3,4,4,3,2,3,4,2,4,4,5,4,4,4,2,5,5,5,5,4,5,5,3,2,3,3,2,2,3,3,2,3,4,4,2,4,3,4,3,2,3,3,4,3,4,3,4,4,4,3,4,2,2,2
720,34,1,1,3,4,4,2,2,5,4,1,2,4,1,3,2,4,4,2,4,4,4,4,3,4,4,3,3,4,4,1,4,4,3,2,2,4,4,1,2,4,1,4,3,4,4,2,4,4,4,4,3,4,4,4,3,4,2,5,4,5,5,3,4,3,2,3,2,2,3,3,2,3,3,2,2,4,2,4,4,4,2,2,4,4,4,2,4,3,2,2,2,2,2,2,2,2
721,36,2,4,5,5,3,5,3,5,3,5,5,5,1,5,3,3,3,5,4,5,5,3,5,3,5,4,3,5,4,5,5,4,1,5,2,5,3,5,5,5,1,5,3,5,3,1,4,5,5,3,5,3,5,5,2,5,2,4,4,5,5,4,2,3,1,3,2,2,3,3,2,3,3,2,1,3,2,2,4,2,4,4,1,4,2,2,2,3,3,2,2,2,3,1,1,2
722,41,1,3,2,4,4,3,3,5,4,3,2,4,3,4,2,4,4,4,4,3,5,4,4,4,5,4,4,5,4,3,3,4,4,2,2,5,4,2,2,5,3,4,3,5,4,4,4,5,5,4,4,4,4,5,4,5,2,5,5,2,2,5,5,5,4,4,1,3,4,4,1,1,4,4,2,4,4,4,4,4,3,2,3,4,4,3,4,3,4,3,3,2,4,3,2,1
723,34,2,4,3,3,2,2,2,4,4,4,4,5,2,2,3,4,5,4,3,4,4,2,4,4,4,2,2,4,4,4,3,2,2,2,2,4,4,4,4,5,4,4,2,4,5,4,2,4,4,3,4,4,5,4,3,4,2,5,3,5,5,5,5,5,2,3,3,3,2,3,2,3,2,3,4,4,5,2,4,4,3,5,2,4,4,2,4,3,5,5,5,3,2,1,1,1
724,49,1,1,1,4,3,2,1,4,4,1,1,4,3,2,2,4,4,2,1,4,2,4,1,3,1,3,2,5,4,1,1,4,2,2,2,4,4,1,1,5,3,2,2,5,4,2,2,4,3,2,1,4,2,2,2,5,2,3,3,3,3,4,5,5,2,3,1,2,4,3,2,2,3,1,4,4,2,3,4,4,3,2,4,3,4,4,3,3,4,3,4,2,4,3,2,1
