id,age,gender,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,DQS_A_4,FAD_W_1,FAD_W_2,FAD_W_3,FAD_W_4,FAD_W_5,FAD_W_6,FAD_W_7,FAD_W_8,FAD_W_9,FAD_W_10,FAD_W_11,FAD_W_12,FAD_W_13,FAD_W_14,FAD_W_15,FAD_W_16,FAD_W_17,FAD_W_18,FAD_W_19,FAD_W_20,FAD_W_21,FAD_W_22,FAD_W_23,FAD_W_24,FAD_W_25,FAD_W_26,FAD_W_27,DQS_B_2,LOC_1,LOC_2,LOC_3,LOC_4,LOC_5,LOC_6,LOC_7,Rosenberg_1,Rosenberg_2,Rosenberg_3,Rosenberg_4,Rosenberg_5,Rosenberg_6,Rosenberg_7,Rosenberg_8,Rosenberg_9,Rosenberg_10,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,DQS_C_3,GBJW_1,GBJW_2,GBJW_3,GBJW_4,GBJW_5,GBJW_6,GBJW_7,sample_id
453,21,2,2,4,2,3,1,1,2,3,1,4,3,3,2,3,1,3,2,2,3,3,2,3,2,4,2,3,3,4,2,4,3,3,1,1,3,2,1,4,3,3,3,3,3,3,3,1,4,5,3,3,3,4,3,1,3,2,5,6,2,1,6,7,6,1,4,4,2,3,4,4,4,4,2,5,5,2,4,3,5,1,1,5,1,4,4,4,3,4,5,2,1,4,1,1,2
454,34,2,4,4,5,5,2,4,5,4,4,4,5,2,2,4,5,4,2,4,4,4,4,5,3,4,4,2,5,4,4,4,4,2,4,4,5,2,4,4,5,2,4,4,5,4,3,2,4,5,2,4,3,5,4,1,5,2,6,7,5,6,4,4,5,2,4,2,2,3,4,3,4,4,1,4,4,1,3,2,4,1,4,2,4,5,2,4,3,2,2,2,1,2,2,1,2
455,39,1,2,4,4,4,2,4,5,4,2,2,5,4,4,2,5,5,4,4,5,4,4,5,4,2,4,4,5,4,2,4,4,4,2,2,5,4,2,1,5,4,4,4,5,5,2,4,4,4,2,4,2,5,4,4,4,2,5,5,6,5,6,5,6,2,3,3,2,3,3,3,4,1,3,4,5,3,4,3,5,1,1,4,1,4,5,4,3,4,4,4,5,4,3,2,2
456,25,2,3,4,3,4,4,2,2,3,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,2,4,3,3,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,2,4,2,3,4,3,5,4,5,5,2,3,2,2,3,3,3,3,3,2,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,3,4,3,3,1
457,49,2,3,4,3,4,3,2,3,3,2,3,3,3,3,3,3,4,3,3,2,4,3,4,4,3,3,4,3,4,3,4,3,3,3,2,4,3,3,3,4,2,4,3,3,4,3,3,3,4,3,4,3,4,4,3,4,2,4,5,4,4,4,5,4,3,4,3,2,2,3,3,3,3,3,5,5,3,3,2,5,1,1,3,3,3,5,5,3,3,4,4,3,4,3,2,2
458,43,1,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,4,3,3,3,4,3,4,3,1,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,4,2,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,4,1
459,36,2,2,4,4,4,2,2,4,3,2,4,4,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,2,4,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,2,2,4,4,2,4,2,4,3,5,4,3,5,5,3,4,3,2,4,3,3,3,3,2,4,5,5,5,4,5,4,3,5,4,3,4,2,3,5,4,5,2,5,5,5,2
460,28,2,2,3,4,4,2,2,5,4,2,3,4,4,2,2,4,4,3,2,4,5,3,4,4,4,5,2,5,4,2,3,4,4,2,2,5,4,2,2,5,3,3,2,4,4,4,2,4,5,3,4,4,4,5,2,5,2,2,2,2,2,6,5,7,3,1,3,4,2,1,4,2,1,3,3,2,3,3,5,1,4,5,1,4,4,3,2,3,4,4,4,4,5,5,4,2
461,39,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,2,4,4,4,4,4,4,4,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
462,35,2,2,4,2,4,3,2,4,4,2,2,4,3,2,4,2,5,3,4,4,2,4,4,4,2,3,4,5,4,3,4,4,4,2,2,4,4,2,3,4,3,4,4,4,5,4,4,4,4,5,3,3,4,2,4,4,2,2,2,3,4,5,5,7,3,3,2,3,2,3,2,3,2,2,2,2,2,3,4,2,3,4,3,4,2,3,2,3,4,4,4,2,4,3,2,1
463,44,1,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,2,3,3,4,2,4,4,4,2,2,4,4,2,2,3,3,4,3,4,4,4,4,3,3,4,4,4,4,2,3,4,2,5,5,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,2,4,4,3,3,4,4,3,4,5,5,4,4,4,4,2
464,28,2,2,3,4,4,2,2,5,4,2,2,4,3,2,2,3,4,3,2,4,5,3,4,4,4,4,2,5,4,2,3,4,4,2,2,5,5,2,3,5,3,3,3,3,4,4,2,5,5,3,4,3,4,5,3,5,2,2,1,3,2,6,4,7,3,3,3,4,2,1,4,2,1,4,3,2,3,2,5,3,2,5,1,5,2,3,2,3,4,4,4,4,5,4,4,2
465,28,2,2,3,4,4,2,3,3,3,2,2,3,4,2,3,3,4,3,3,3,2,4,3,2,2,4,4,3,4,2,3,4,2,2,3,4,4,2,3,3,4,3,3,4,4,3,3,4,4,3,3,2,4,2,3,4,2,4,5,3,5,5,6,5,2,3,2,3,2,3,2,3,3,2,3,4,3,3,3,4,3,3,4,2,3,5,4,3,5,5,4,3,4,3,3,2
466,21,2,1,5,4,5,1,1,5,3,1,4,4,5,1,5,2,4,5,5,3,1,4,4,3,1,4,2,5,4,1,4,4,2,1,1,5,3,1,4,5,5,2,4,3,4,5,5,5,2,4,4,4,4,3,1,5,2,6,6,7,4,6,7,5,3,2,4,4,2,2,3,4,2,4,3,5,2,3,5,5,2,5,2,5,4,2,2,3,5,4,4,4,5,2,2,1
467,32,2,3,4,4,4,3,4,4,4,4,4,4,2,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,3,4,4,4,2,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,2,5,6,6,6,3,5,3,1,4,1,1,4,4,1,3,4,1,4,4,4,4,2,4,2,2,4,2,4,4,4,3,3,4,3,3,3,1,1,1
468,41,2,3,4,2,4,3,1,3,4,3,3,2,1,3,3,2,5,4,2,2,3,4,4,3,2,2,5,3,4,3,4,2,3,3,1,3,4,3,2,1,1,3,3,2,5,3,2,1,4,4,4,4,4,2,3,3,2,2,3,5,4,5,6,5,1,4,1,3,4,4,1,4,4,1,4,5,3,4,4,4,2,1,5,3,4,1,4,3,4,4,2,1,4,1,4,1
469,45,2,2,4,3,5,2,4,2,3,4,2,2,2,2,3,2,4,4,3,5,4,4,2,3,4,3,2,2,4,3,4,3,2,2,4,2,3,4,4,4,2,4,4,3,3,4,4,3,5,3,2,3,4,4,2,2,2,2,2,2,3,5,4,6,3,3,3,3,2,2,3,3,2,3,3,4,3,4,3,4,4,3,4,4,4,2,4,3,3,3,3,3,3,2,3,1
470,33,1,2,3,3,4,4,3,5,5,2,3,5,3,4,2,2,5,4,3,5,2,3,4,4,4,3,2,5,4,2,4,2,3,3,3,5,4,4,2,4,3,4,4,4,5,3,4,4,5,2,3,4,4,4,2,4,2,4,6,5,4,5,5,6,4,2,3,3,2,3,4,2,2,3,3,4,4,1,5,3,3,2,3,4,3,3,3,3,5,5,4,2,4,4,2,1
471,41,1,2,2,4,3,3,1,5,4,2,3,3,2,2,2,4,4,5,4,4,2,2,3,3,4,2,2,5,4,4,3,4,2,3,2,5,2,2,3,4,1,4,4,5,4,4,4,4,3,2,3,3,4,3,2,5,2,5,5,5,4,3,5,5,1,4,2,2,3,4,2,4,4,2,4,1,5,2,2,4,2,1,2,2,1,2,1,3,3,4,4,2,3,1,1,1
472,47,2,2,4,4,4,1,2,4,3,2,2,3,3,2,4,3,4,4,3,2,2,2,2,3,2,4,4,3,4,2,3,4,4,2,2,5,4,2,2,5,2,2,3,4,4,4,2,4,2,3,2,3,4,3,4,2,2,3,3,4,5,5,5,5,2,3,3,3,3,2,3,3,3,3,2,4,3,4,4,3,3,1,3,2,2,4,2,3,3,5,2,2,4,3,3,2
473,43,1,3,4,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,5,4,4,4,5,6,5,2,3,2,2,3,3,2,3,3,3,4,4,3,3,4,4,3,2,4,3,4,3,4,3,4,5,5,4,4,4,4,1
474,44,2,2,2,4,3,3,1,4,2,2,2,2,4,2,2,2,3,4,2,4,4,2,4,2,4,2,4,4,4,2,4,3,2,2,2,4,2,2,3,2,4,2,2,4,2,3,2,4,4,4,4,2,4,3,4,2,2,3,4,2,3,4,5,4,2,3,2,3,3,3,2,3,2,2,4,3,3,2,4,4,2,4,3,3,4,4,2,3,2,3,2,2,2,2,2,1
475,23,1,3,4,3,3,2,2,4,3,2,2,4,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,4,4,3,4,3,2,2,2,4,3,2,3,4,3,4,3,4,4,3,3,4,3,3,3,3,4,2,2,4,2,5,5,5,5,3,5,4,2,4,1,2,4,4,1,4,4,2,3,4,4,2,4,4,3,2,3,4,2,3,2,3,3,4,4,3,4,3,2,2
476,61,1,3,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,2,2,2,4,4,4,4,4,2,3,2,4,4,4,4,4,4,4,2,4,4,4,5,3,2,4,2,5,4,4,2,4,4,4,4,4,4,3,2,2,3,5,5,5,3,5,5,2,2,3,3,2,2,3,2,2,3,1,2,2,2,4,2,4,3,3,4,3,1,2,3,4,3,5,4,4,4,2,2
477,50,2,2,4,3,5,2,3,3,3,2,2,3,2,2,4,3,3,3,3,3,3,4,3,4,2,2,3,3,4,3,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,4,3,4,3,5,5,4,2,3,2,2,3,3,2,3,3,2,3,4,3,4,4,4,2,2,3,3,4,3,4,3,4,3,3,2,3,4,4,1
478,50,2,1,4,2,2,2,4,5,5,1,2,2,5,2,4,4,2,5,2,5,2,2,4,4,4,1,1,2,4,1,4,2,1,2,2,4,5,1,2,5,4,2,4,4,2,5,2,5,5,2,4,3,4,2,2,5,2,7,7,5,6,1,7,7,3,3,3,2,4,3,4,4,4,3,4,5,4,4,5,2,2,4,5,2,5,4,4,3,5,1,4,3,2,1,1,1
479,30,1,3,3,3,4,3,3,4,3,2,3,4,3,2,3,3,4,3,3,4,2,3,3,3,3,3,3,4,4,2,3,3,3,3,3,4,3,2,3,4,3,4,3,4,4,3,3,4,3,4,4,3,4,3,3,4,2,4,4,5,4,4,5,5,2,3,2,2,3,3,2,4,2,2,4,2,2,3,4,4,3,3,3,2,4,3,3,3,4,4,3,3,4,3,3,2
480,52,2,3,4,4,3,2,2,5,3,3,4,4,2,3,3,3,4,5,3,4,4,4,4,4,2,4,4,4,4,3,4,4,2,3,2,5,3,3,4,4,2,3,3,4,5,5,3,4,4,3,4,4,4,3,4,4,2,5,5,5,4,5,4,4,2,3,3,2,3,4,2,3,3,2,3,3,4,3,5,3,3,3,2,3,2,4,4,3,5,2,4,1,4,3,2,1
481,29,2,3,4,4,4,2,2,5,4,2,3,5,3,4,4,5,4,4,4,5,5,4,4,4,4,5,3,4,4,1,4,4,2,2,1,5,2,2,2,5,2,5,4,5,4,4,4,5,5,4,4,2,3,4,1,5,2,2,3,5,2,5,5,5,2,4,2,3,4,4,2,4,4,2,2,4,2,4,5,2,2,4,2,3,2,2,2,3,5,4,4,2,4,2,1,2
482,45,2,4,4,3,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,3,4,4,5,4,5,3,4,3,4,4,3,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,3,3,2,4,5,4,5,3,4,4,2,6,6,5,5,5,6,6,3,2,3,3,2,2,2,3,2,3,2,3,3,2,4,4,3,2,2,4,3,4,4,3,3,4,4,4,3,4,2,1
483,54,2,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,2,4,5,4,4,5,4,4,3,2,3,3,2,2,3,2,2,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,1
484,22,2,2,4,4,2,3,2,5,4,2,4,4,3,4,2,2,4,4,4,3,4,4,4,4,4,4,2,4,4,2,4,4,2,3,3,5,3,2,1,5,3,4,3,5,3,3,4,5,5,3,4,3,4,5,4,4,2,5,5,4,3,3,5,4,2,3,1,2,3,3,2,3,3,1,4,5,3,5,4,4,2,2,3,2,2,4,5,3,2,2,1,1,2,2,1,2
485,45,2,4,3,4,5,3,2,3,4,3,3,4,2,2,3,4,4,4,3,2,5,2,3,2,2,4,2,5,4,2,3,4,3,3,2,5,3,2,2,4,2,4,2,4,4,4,4,2,4,4,3,2,3,4,2,2,2,4,4,4,5,3,4,5,3,2,3,3,2,2,3,3,2,3,2,3,4,1,5,3,4,5,2,4,1,2,1,3,4,3,3,2,4,1,1,1
486,40,1,2,3,4,4,2,4,5,4,2,4,2,1,2,3,4,4,4,4,2,5,2,4,3,4,3,4,4,4,1,3,4,2,2,3,5,4,1,4,4,1,2,4,4,4,1,3,2,5,2,4,4,4,5,4,5,2,5,5,4,5,2,2,1,2,2,3,2,1,2,3,1,2,2,3,2,4,1,5,1,5,3,2,4,2,2,1,3,4,3,2,1,3,1,1,1
487,21,2,4,3,4,4,2,2,5,4,2,2,5,5,3,4,5,4,4,4,3,4,5,5,4,4,3,1,4,4,3,4,3,4,3,2,5,4,2,2,5,4,5,3,5,4,3,4,4,5,3,4,2,5,4,4,4,2,6,7,5,6,7,6,7,2,4,3,3,2,2,3,4,3,3,2,5,3,3,5,2,1,5,4,5,2,3,4,3,5,6,5,2,4,2,3,2
488,30,2,3,4,4,4,2,1,4,1,3,4,4,3,2,4,4,2,5,4,3,4,4,4,4,4,4,2,4,4,3,3,4,3,4,1,4,1,3,4,4,3,5,4,4,3,5,5,4,4,2,4,4,4,4,2,4,2,3,5,5,5,6,5,5,3,3,3,2,3,3,2,4,2,2,4,4,2,3,4,2,3,2,2,3,4,2,4,3,3,4,3,3,4,1,2,2
489,18,1,2,5,5,5,1,1,5,5,5,4,5,4,1,4,4,4,5,5,4,5,5,5,4,5,2,4,2,4,1,4,5,5,1,1,5,5,3,4,5,5,4,3,5,3,5,5,5,5,4,5,2,5,5,4,5,2,7,7,1,6,5,7,6,2,4,3,3,3,4,4,2,3,3,2,4,5,3,5,4,2,3,2,4,1,4,1,3,3,3,4,1,5,1,5,1
490,41,2,4,3,4,4,3,3,4,4,3,2,4,4,3,3,4,5,4,4,4,4,4,3,4,2,4,4,4,4,3,3,4,3,3,3,4,4,3,2,4,4,4,3,4,5,4,3,4,4,4,3,4,3,4,4,4,2,6,6,5,5,6,6,5,2,3,2,2,3,3,2,3,3,3,2,2,4,4,3,2,2,4,2,4,4,2,4,3,4,4,2,2,4,1,1,1
491,45,2,3,4,5,4,2,1,5,2,1,2,4,4,3,2,5,3,5,5,2,4,3,2,4,4,4,3,5,4,3,3,4,3,1,1,5,4,3,2,4,4,4,2,5,3,4,5,4,5,3,2,2,4,4,3,5,2,2,1,2,1,6,6,6,4,3,4,4,2,1,4,2,1,4,3,4,3,3,4,3,4,1,1,4,2,2,2,3,4,2,4,2,4,3,1,2
492,53,1,3,3,2,3,2,2,3,2,2,2,3,3,2,4,4,4,4,2,2,2,2,4,2,2,3,3,2,4,2,2,2,2,2,2,4,3,2,2,2,3,4,2,4,4,2,2,4,2,2,2,2,3,2,2,2,2,5,5,3,3,3,4,4,2,3,2,2,3,2,2,3,3,2,2,4,4,2,3,4,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,1
493,19,2,1,2,2,4,2,2,3,4,2,1,4,4,2,2,2,5,2,2,3,2,4,4,2,4,2,4,4,4,2,2,2,4,2,1,3,4,2,2,2,4,2,2,4,5,2,2,4,2,4,3,4,3,2,4,2,2,2,2,5,3,3,6,6,2,3,2,3,3,2,2,3,3,3,3,4,2,2,2,2,3,2,2,3,4,2,2,3,5,5,4,3,5,3,4,1
494,48,2,2,4,1,5,1,2,5,5,1,2,5,4,1,3,3,5,4,2,5,3,4,4,2,4,1,2,2,4,1,2,4,2,5,2,5,5,2,2,5,5,5,3,4,4,4,2,4,4,4,2,4,2,4,2,2,2,1,3,5,5,2,7,4,1,4,2,1,4,1,2,4,3,3,2,4,4,2,5,4,2,2,4,2,1,2,4,3,4,4,6,4,4,4,2,1
495,28,2,3,2,4,5,1,2,5,4,3,2,4,4,2,4,2,5,5,4,3,4,4,4,5,5,3,4,5,4,2,3,4,3,1,2,5,4,2,2,4,4,4,4,5,5,5,3,4,5,5,4,4,5,3,4,4,2,3,2,7,2,5,7,7,2,3,3,3,2,3,3,3,2,3,4,5,2,3,2,5,1,1,5,2,2,2,5,3,4,4,2,3,4,2,2,2
496,30,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,3,4,4,4,3,2,4,2,4,4,5,4,4,4,3,1,4,1,1,4,4,1,3,4,1,3,3,4,3,4,3,3,3,3,2,3,4,3,3,2,3,2,2,3,3,2,2
497,44,1,2,4,4,4,3,4,5,4,3,2,3,2,5,4,3,5,2,5,4,3,4,4,4,5,2,2,4,4,2,4,3,4,2,4,5,5,2,2,4,3,5,4,4,5,2,4,4,3,4,4,5,4,3,2,4,2,6,6,6,6,4,5,4,3,2,2,2,3,3,3,3,3,2,5,2,2,4,4,4,4,3,2,4,4,2,3,3,4,5,4,3,4,2,3,1
498,38,1,3,3,4,4,2,3,5,3,4,3,5,5,3,3,5,3,4,4,4,3,4,4,5,3,3,4,3,4,3,3,3,4,2,3,4,3,3,3,4,3,3,3,4,5,3,3,5,3,3,3,5,3,4,4,5,2,4,5,4,4,5,6,6,2,4,1,2,4,3,2,4,3,3,3,3,3,4,4,3,3,2,4,3,5,3,3,3,4,5,4,4,4,4,2,1
499,39,2,3,4,5,4,2,3,5,2,1,5,3,5,2,4,4,5,5,4,2,3,5,4,3,4,4,5,5,4,3,2,4,2,3,3,5,4,2,4,5,4,2,4,2,5,5,4,3,4,4,4,4,4,3,3,5,2,6,5,4,4,5,6,5,3,1,3,3,1,2,4,2,1,4,1,3,1,3,5,2,4,5,1,4,2,1,1,3,5,5,5,2,5,4,4,1
500,37,2,2,4,1,4,2,3,4,5,2,2,4,4,2,2,4,5,4,3,3,2,4,2,5,3,4,3,4,4,2,4,4,4,2,4,3,5,2,1,4,4,4,3,3,5,4,4,2,4,4,2,4,4,2,5,2,2,2,3,5,4,5,6,3,2,3,3,3,2,2,3,2,2,3,1,5,2,5,4,3,4,3,2,4,2,1,4,3,5,5,4,4,5,4,3,2
501,61,2,1,1,3,5,1,1,4,5,1,1,5,2,1,2,3,5,2,1,3,1,3,2,3,1,3,2,3,4,1,1,3,1,2,1,4,3,3,1,4,1,1,3,4,5,1,1,3,1,3,2,3,2,1,1,4,2,3,3,1,1,4,7,6,4,1,3,4,1,1,4,2,1,3,1,1,1,1,5,2,4,3,3,3,2,1,2,3,5,4,3,1,3,1,1,1
502,27,2,1,2,2,4,1,3,2,5,1,2,3,3,3,2,4,5,3,3,2,3,2,4,3,1,3,2,3,4,1,3,3,1,2,3,4,4,1,3,3,2,1,3,3,5,3,3,3,2,3,3,4,1,1,2,4,2,4,5,2,3,4,6,4,2,3,3,2,2,3,2,3,3,3,2,3,3,1,5,2,3,3,3,3,2,2,1,3,5,3,4,2,5,4,2,1
503,41,2,3,2,3,4,3,3,4,3,3,3,4,4,2,3,4,5,3,2,4,3,3,4,2,3,4,3,4,4,2,3,4,2,3,3,4,3,2,4,4,3,4,4,4,3,3,2,4,4,3,4,4,3,4,4,3,2,3,3,6,4,5,6,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,3,3,1,3,4,3,2,3,4,3,3,2
504,30,2,4,4,4,4,2,3,3,4,2,3,5,2,4,4,3,4,5,2,4,5,4,4,5,2,3,2,4,4,4,4,4,3,3,4,5,3,3,3,4,3,5,4,4,3,5,2,3,5,4,4,3,4,5,2,4,2,5,6,6,6,5,5,5,2,4,3,2,3,4,2,4,4,3,3,4,4,2,5,4,3,2,3,4,2,2,3,3,3,3,5,3,4,2,2,1
505,48,2,3,4,2,4,3,2,4,4,3,4,3,3,3,3,3,4,4,4,2,3,4,4,4,4,2,4,5,4,3,4,3,3,3,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,3,4,2,6,6,5,6,4,5,5,3,3,2,3,2,3,3,3,2,3,4,4,3,3,5,3,3,5,2,5,4,2,4,3,3,4,4,4,4,4,2,1
506,54,1,1,2,3,3,1,2,3,2,1,2,4,2,2,4,2,4,3,2,2,3,3,3,2,3,2,2,2,4,4,3,4,2,2,2,3,2,1,2,4,3,4,4,2,3,1,2,2,3,3,3,2,4,2,2,3,2,4,4,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,2,1,2,4,2,2,2,2,3,3,2,3,3,2,4,4,2,2,2,2,2
507,54,1,3,2,4,4,3,2,4,3,2,3,4,3,3,3,4,3,3,5,4,4,4,2,3,4,4,3,4,4,2,1,4,3,3,2,4,3,2,3,4,3,4,2,4,3,3,5,4,3,4,3,2,4,3,2,4,2,3,3,3,5,5,5,5,2,3,2,3,3,2,3,3,2,3,4,4,4,3,4,4,4,3,2,4,4,2,3,3,4,3,4,3,4,3,2,2
508,32,2,4,2,3,4,3,1,4,4,4,3,4,2,2,4,2,4,4,2,2,4,4,4,4,4,4,2,4,4,4,2,3,2,4,1,5,2,4,3,4,2,5,4,4,4,3,2,2,4,3,4,4,5,4,3,4,2,3,3,4,5,6,5,3,2,2,3,3,3,3,3,2,3,2,2,5,4,2,4,2,2,1,2,4,2,2,4,3,4,4,4,4,4,4,3,2
509,39,2,4,2,4,4,2,2,3,3,2,2,2,3,2,2,4,4,4,2,3,2,4,4,4,2,3,3,4,4,2,2,3,3,2,2,3,3,2,2,3,3,4,3,4,3,4,2,3,3,4,2,3,2,2,3,4,2,4,2,2,2,5,6,6,2,3,3,3,3,3,2,3,3,2,3,2,1,1,4,3,3,4,2,4,3,3,1,3,3,5,3,2,3,2,3,1
510,39,2,2,2,4,3,2,2,4,3,2,2,5,4,4,2,4,3,1,4,4,2,3,1,3,1,3,2,5,4,2,2,4,3,2,2,5,3,2,2,5,4,4,3,5,4,1,2,4,2,3,1,3,3,2,2,5,2,2,3,2,3,5,5,5,3,3,2,3,3,3,3,4,3,2,3,3,4,3,3,2,3,4,3,4,3,2,4,3,4,4,4,4,4,4,3,2
511,38,2,3,4,4,4,2,4,3,4,3,3,4,4,3,4,3,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,4,3,3,3,4,2,4,4,4,4,4,2,4,3,3,3,4,4,4,4,2,4,3,4,4,5,5,5,2,3,2,3,3,3,3,3,2,3,2,2,2,2,4,3,3,3,2,4,2,3,2,3,3,4,3,3,4,3,4,2
512,48,2,3,3,3,5,3,3,5,4,3,3,4,3,3,3,3,5,4,2,4,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,5,4,3,2,4,3,3,2,3,5,4,3,4,4,4,2,4,3,3,3,4,2,4,3,2,5,5,6,6,3,2,3,2,3,3,3,3,3,3,2,3,2,3,4,2,3,3,2,2,2,3,3,3,4,4,4,2,4,4,4,1
513,34,2,2,3,3,4,3,3,4,4,3,2,4,3,2,3,3,4,3,3,3,2,4,3,4,3,3,3,3,4,2,3,3,2,2,3,4,4,2,3,4,2,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,2,3,4,4,4,5,4,4,2,3,2,2,3,3,2,3,2,2,2,4,3,2,2,3,2,1,3,2,2,2,3,3,4,4,4,3,4,3,3,1
514,64,1,4,3,2,4,2,2,5,2,4,1,4,3,2,2,4,5,4,3,3,3,4,4,4,2,4,4,5,4,4,5,4,2,3,2,5,4,4,1,4,3,4,2,4,4,4,4,3,4,4,4,3,4,3,3,4,2,5,4,4,6,6,6,6,3,2,3,3,2,1,3,3,1,3,4,2,3,3,5,2,4,3,1,4,3,1,3,3,4,4,2,1,4,3,4,1
515,45,1,1,4,3,3,2,1,3,3,1,1,4,1,4,2,3,3,5,1,3,3,3,4,4,1,3,4,5,4,1,3,5,1,2,1,4,2,1,1,4,1,4,2,3,1,3,2,3,5,3,4,2,1,3,2,4,2,5,4,1,2,3,4,5,1,4,2,2,3,4,3,3,4,1,5,5,1,5,4,5,1,1,5,2,5,4,5,3,1,4,2,2,2,1,1,1
516,35,2,5,4,4,4,4,2,5,3,4,4,5,4,4,3,3,4,4,3,5,5,3,4,3,4,3,4,5,4,5,4,4,3,4,2,5,4,4,5,5,3,4,3,5,5,4,3,4,5,3,4,3,4,4,4,5,2,2,4,5,3,4,4,5,3,3,3,3,2,1,3,3,2,3,2,2,1,3,4,2,3,3,2,3,3,2,4,3,4,4,4,3,4,3,4,2
517,34,2,2,3,2,3,3,1,3,4,3,3,5,2,3,2,3,5,4,3,2,4,2,4,5,3,4,2,5,4,3,4,2,1,2,2,4,5,3,3,5,2,3,3,4,5,4,3,4,4,2,4,4,3,3,2,4,2,4,2,4,6,2,3,4,1,4,1,1,4,4,1,3,4,1,3,5,3,4,4,4,2,3,5,4,3,3,4,3,3,4,3,3,3,2,1,2
518,37,2,2,3,2,4,2,2,5,3,3,2,4,2,3,4,4,3,4,2,4,2,5,5,3,5,4,2,4,4,2,2,4,4,2,2,4,3,2,3,4,1,2,4,3,2,4,3,4,3,5,3,3,5,2,2,5,2,2,2,1,2,4,4,5,3,1,3,3,2,1,3,3,1,3,3,4,1,3,3,3,2,2,2,3,3,2,2,3,5,4,3,5,5,3,4,1
519,60,1,3,2,2,4,3,2,3,4,2,3,3,3,2,2,4,4,4,3,3,4,4,4,3,4,3,3,3,4,2,2,3,3,3,2,3,3,3,4,3,3,3,2,3,4,2,4,3,4,2,4,4,4,3,4,3,2,2,3,5,3,3,5,5,3,3,3,2,3,2,3,3,2,3,4,4,2,3,3,3,3,2,4,2,4,3,2,3,3,4,4,2,3,2,2,2
520,42,1,3,4,4,4,4,1,2,5,4,3,3,2,2,2,3,5,3,2,3,4,2,4,5,4,4,4,3,4,4,2,4,4,3,1,4,5,4,3,3,3,4,4,4,5,4,2,4,5,2,4,5,4,4,5,3,2,7,5,6,7,2,6,5,2,3,3,3,3,2,3,3,3,3,3,2,2,2,5,3,3,3,2,5,4,3,1,3,2,3,2,3,2,1,1,2
