id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
249,3,3,4,4,3,3,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4
250,4,2,3,4,2,1,4,4,4,2,4,3,3,3,4,5,4,3,3,3,4,3,4,2,4,4,3
251,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,5,4,4,3,3,3,4,4,3,3,3,4
252,3,3,4,4,2,3,4,2,3,3,3,3,3,4,3,5,3,4,2,3,4,4,4,4,3,4,4
253,2,2,2,4,2,1,3,3,3,2,2,3,2,2,4,4,2,2,2,3,3,3,3,4,2,3,3
254,1,3,1,5,1,1,1,4,1,2,1,1,5,3,3,5,3,1,5,5,5,4,2,4,5,1,5
255,4,4,4,4,3,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
256,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3
257,4,4,2,5,2,2,5,4,2,2,5,4,2,4,4,4,4,4,5,4,5,4,4,4,2,4,5
258,3,3,2,4,4,1,5,4,3,3,5,2,2,4,4,5,4,1,3,4,4,4,3,3,2,3,4
259,2,4,3,4,3,2,3,4,2,2,3,4,2,3,3,5,3,2,3,3,3,3,4,2,2,4,4
260,3,3,2,4,2,3,5,4,2,3,4,4,2,2,3,5,3,4,4,3,2,3,3,2,2,4,5
261,4,4,4,5,3,3,5,4,3,4,3,3,3,5,4,4,4,3,3,4,4,3,5,3,2,3,4
262,2,3,3,4,3,3,4,4,2,2,4,3,3,3,4,5,3,3,5,2,4,3,3,3,3,3,5
263,2,2,3,2,2,2,2,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,3,2,2
264,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
265,3,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4
266,3,3,4,3,2,2,5,4,3,3,4,2,4,3,3,5,3,3,4,4,3,4,4,3,4,4,5
267,3,4,4,4,3,3,3,3,3,3,4,4,4,2,3,3,3,3,4,4,3,4,3,3,4,3,3
268,1,2,2,5,1,1,2,2,1,1,4,3,2,2,4,3,5,3,4,2,4,3,4,2,1,4,2
269,3,3,2,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3
270,3,2,3,4,3,3,3,3,4,3,4,3,4,2,3,3,3,4,3,3,4,3,4,4,2,4,3
271,3,4,5,4,4,4,5,4,4,1,5,1,5,4,4,2,4,3,5,5,5,4,3,4,5,4,5
272,1,4,3,2,3,3,5,4,1,2,5,1,2,4,3,5,4,2,4,4,4,4,5,2,2,4,5
273,3,3,3,4,2,2,3,2,3,2,4,4,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3
274,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
275,1,3,3,3,3,3,4,3,1,3,3,5,3,3,4,5,3,4,4,5,4,4,2,3,4,4,3
276,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,5,3,4,3,3,3,3,5,3,3,3,4
277,3,3,3,3,3,3,4,4,3,2,5,4,3,4,4,4,4,3,4,3,4,4,3,3,3,4,4
278,2,3,3,2,2,2,5,4,2,3,4,2,2,3,5,3,4,4,4,5,3,4,1,1,3,1,4
279,2,2,3,5,2,3,5,2,2,2,4,3,2,2,3,5,4,2,3,2,5,4,5,2,2,2,5
280,3,2,4,4,3,2,4,4,2,3,3,2,3,3,4,5,4,4,4,3,3,4,4,3,3,4,4
281,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
282,3,2,2,4,2,2,4,4,3,2,4,3,2,4,3,5,4,3,3,2,3,5,4,5,3,4,4
283,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
284,2,4,5,5,1,2,5,3,4,3,3,4,2,3,5,5,3,3,3,3,5,4,5,3,3,5,3
285,2,3,2,3,2,3,3,3,2,3,3,3,2,4,3,4,3,2,3,3,4,4,4,3,3,4,4
286,2,2,3,4,2,2,4,4,2,2,4,3,3,3,3,4,4,3,4,4,4,3,4,4,3,4,4
287,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
288,3,3,3,3,4,2,3,3,4,3,3,3,4,3,3,4,3,2,3,3,3,3,4,3,3,3,3
289,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3
290,2,4,5,4,2,2,4,1,2,2,4,3,2,3,4,5,4,2,4,4,4,4,3,4,3,2,3
291,3,4,2,4,3,1,5,4,2,4,5,1,2,1,3,5,4,4,4,4,4,2,4,4,2,3,2
292,2,4,4,4,2,1,4,5,2,4,4,4,2,2,5,5,5,3,4,3,2,4,5,4,4,5,5
293,4,3,4,5,2,1,5,4,2,2,4,4,2,2,3,5,4,3,3,4,4,3,3,4,4,3,5
294,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
295,2,2,2,5,2,1,5,4,2,2,4,4,2,2,3,5,4,2,4,2,5,2,5,2,1,5,4
296,2,3,3,4,2,2,3,4,2,3,3,3,1,3,4,4,4,2,3,2,4,3,4,3,3,3,3
297,2,4,1,4,2,1,5,4,1,2,4,4,4,4,5,5,3,2,4,5,4,4,5,4,3,5,5
298,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3
299,1,3,3,5,1,1,2,2,1,1,1,4,1,5,2,4,1,3,2,1,3,2,4,3,3,3,2
300,1,1,3,3,3,3,5,3,1,1,5,3,3,3,4,3,4,3,3,3,5,3,3,3,3,3,5
301,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
302,3,3,3,4,2,3,4,3,2,3,3,4,3,3,4,4,3,3,4,3,4,3,2,2,4,4,4
303,4,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
304,2,4,4,5,2,1,3,2,3,2,4,5,1,4,2,5,4,4,4,3,2,4,5,4,4,5,4
305,2,3,4,4,3,2,4,2,3,2,3,3,3,3,4,4,3,3,4,3,4,4,3,3,3,3,3
306,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,3,4,3,3,4,4,3,3,4,4,3
307,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4
308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
309,2,3,3,3,2,2,5,4,2,1,4,4,3,3,3,4,5,3,3,3,4,4,4,3,3,3,4
310,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,4,3,4,4
311,3,2,3,4,3,3,3,3,3,2,2,3,4,4,3,3,3,4,4,4,3,2,3,3,3,3,3
312,4,3,4,4,3,2,5,5,3,3,4,2,3,3,2,5,5,2,3,4,3,2,4,2,5,3,5
313,3,3,4,4,3,4,3,4,2,4,4,4,3,4,4,4,4,2,4,4,5,3,4,2,4,5,4
314,3,4,3,2,3,3,2,3,2,3,3,4,2,4,3,5,3,3,2,3,4,3,4,4,3,3,4
315,3,3,4,5,2,2,4,4,3,3,4,3,4,3,4,5,3,2,3,3,3,3,2,3,2,3,5
316,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4
317,2,2,3,3,3,1,4,4,1,2,2,4,2,2,2,4,3,2,3,3,2,2,4,3,4,4,4
318,4,3,4,3,4,1,4,3,4,3,4,2,4,3,3,5,4,3,3,4,3,3,1,3,4,3,4
319,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
320,4,4,3,3,2,3,3,4,4,2,2,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,4
321,3,4,3,4,3,4,3,3,4,1,4,2,3,3,4,3,2,2,2,3,3,2,4,4,4,4,3
322,3,3,2,3,4,4,3,2,3,2,4,3,3,4,3,3,2,3,3,3,3,3,2,2,4,3,3
323,2,4,1,5,1,1,5,5,1,3,5,4,2,4,2,5,2,3,5,3,4,5,4,5,3,4,5
324,3,2,4,4,3,3,4,3,3,3,4,2,3,3,4,4,5,3,4,4,4,3,4,3,3,4,5
325,3,3,3,4,3,3,4,3,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4
326,2,3,2,3,2,4,4,3,2,2,4,3,2,4,3,4,3,3,4,3,2,3,2,3,4,3,4
327,1,2,5,5,1,1,4,4,1,2,5,2,2,4,4,5,1,2,2,4,4,5,2,2,5,5,4
328,4,5,1,5,1,2,5,4,1,4,5,5,2,3,3,5,5,4,5,3,4,4,4,4,1,3,5
329,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,3,4,4,4,4,3,4,4,4,5,3,4
330,3,3,2,3,3,2,4,2,3,2,2,4,2,3,3,5,4,2,3,3,4,3,4,3,2,2,4
331,5,1,2,2,1,2,4,4,1,2,4,3,1,4,2,5,2,2,3,4,5,4,4,2,4,3,5
332,2,3,2,4,2,1,4,4,2,2,4,2,2,3,3,4,4,2,3,3,2,3,3,3,3,4,4
333,3,3,3,3,2,2,3,3,3,2,4,3,2,2,3,3,3,3,3,4,3,3,4,3,3,3,3
334,2,4,4,3,2,3,4,5,3,3,4,3,2,3,4,4,4,3,4,3,2,2,4,2,4,4,5
335,1,3,3,4,3,1,4,5,2,1,3,1,3,2,3,5,3,4,4,2,3,4,3,4,3,2,4
336,2,3,4,3,3,3,4,3,3,3,4,2,3,3,3,3,3,4,4,3,3,3,3,3,4,3,4
337,2,2,2,3,2,4,5,2,3,3,5,4,5,3,3,2,2,3,5,4,2,2,4,3,4,4,4
338,3,2,3,3,3,2,3,3,3,2,3,2,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3
339,4,2,5,5,4,2,4,2,4,4,5,1,4,2,4,4,4,4,4,5,4,3,3,4,4,2,5
340,3,3,4,5,2,3,4,3,4,5,4,5,2,5,5,4,5,5,3,4,3,3,1,5,4,5,5
341,4,3,4,4,3,2,3,5,4,3,3,4,3,3,4,5,4,4,3,4,5,4,5,3,3,3,3
342,3,4,2,1,5,1,5,3,3,3,3,4,5,4,4,5,4,5,3,4,2,3,4,3,3,3,3
343,4,3,4,3,4,3,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,4,3,3,4,3
344,2,3,3,3,2,2,4,3,1,2,4,2,2,2,3,3,3,2,3,3,3,3,2,3,3,3,4
345,3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,4,3,4,3,3,2,3,3
346,4,3,3,2,4,2,4,3,4,3,4,4,4,4,3,4,4,2,2,4,3,4,2,4,3,2,4
347,3,3,3,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,2,4,4,4,4,3,3,4,3
348,3,2,4,5,4,1,4,3,3,2,5,2,2,2,5,5,4,2,2,3,4,4,4,4,3,4,3
349,3,3,3,4,2,3,2,2,3,3,4,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
350,3,3,3,4,3,3,3,4,3,2,4,3,3,3,4,5,3,2,3,3,3,3,4,3,4,4,3
351,2,3,3,4,3,3,3,3,2,2,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,4,4
352,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,3,4,3,3,4,3,3,3,3,4
353,2,3,3,4,3,2,3,4,3,2,4,3,3,3,3,4,4,2,4,3,4,3,4,2,3,3,4
354,3,5,3,4,2,1,4,5,4,4,4,2,2,4,2,5,2,4,1,4,4,4,4,4,3,4,4
355,3,3,4,4,2,2,4,3,3,3,4,3,3,2,4,4,3,4,4,3,4,3,4,3,4,3,5
356,1,2,3,4,2,2,5,3,2,2,5,2,4,2,3,5,3,3,4,4,4,3,3,3,4,2,5
357,4,3,4,3,4,2,5,3,4,3,4,2,4,3,4,5,4,3,4,4,4,3,4,4,3,4,4
358,3,3,4,4,3,2,5,3,3,3,4,3,3,3,3,5,4,2,4,4,4,4,4,3,4,4,4
359,3,3,3,4,2,2,4,3,3,1,4,3,3,3,4,5,3,3,3,3,4,2,5,2,3,2,5
360,3,1,3,5,2,3,5,3,3,3,5,4,5,3,3,5,3,4,4,5,5,4,4,4,3,4,5
361,2,2,3,4,2,2,4,4,2,3,4,3,2,4,3,5,3,3,3,3,4,4,4,2,3,3,3
362,3,3,4,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,3,3,3,2,4,3,5,3,3
363,4,5,5,4,4,5,5,4,4,4,5,5,4,4,5,3,5,5,5,5,3,5,4,4,5,4,5
364,1,3,2,5,1,2,2,4,1,2,2,5,1,3,3,4,1,3,1,2,5,2,4,1,2,4,2
365,3,3,3,4,2,2,4,4,3,2,3,2,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4
366,2,2,3,3,3,2,4,4,2,2,4,2,2,3,3,1,3,2,4,3,3,3,4,2,3,3,4
367,3,4,4,4,2,2,4,4,4,4,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
368,3,3,2,5,4,3,4,4,3,2,3,4,3,4,4,5,3,3,3,3,4,3,4,2,2,4,3
369,3,2,2,4,3,2,3,4,2,2,3,3,2,2,3,4,3,2,2,2,3,3,3,2,3,4,2
370,2,3,4,3,2,2,5,5,2,3,5,2,3,3,4,4,2,4,5,2,3,2,5,2,3,3,5
371,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3
372,1,3,3,4,2,2,5,5,1,3,5,2,4,3,4,5,4,2,5,4,4,4,4,4,3,4,5
373,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
374,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
375,2,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,2,3,3,3,3,2,3,3
376,3,2,3,3,3,4,4,3,3,4,4,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,2
377,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
378,1,2,3,5,2,1,3,3,2,3,3,2,3,3,3,4,4,2,3,3,2,4,3,3,3,3,3
379,2,3,4,2,4,3,3,4,4,2,1,3,3,3,3,3,3,3,3,2,4,3,2,3,2,4,3
380,3,3,4,5,2,2,3,4,1,1,4,4,3,4,3,5,4,3,3,4,4,5,3,3,3,4,3
381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
382,3,3,3,2,2,4,2,4,4,3,3,3,3,4,2,4,4,4,4,4,2,4,4,2,3,4,4
383,4,4,4,4,4,2,4,3,2,3,4,4,4,4,3,1,4,4,4,4,4,4,3,2,4,4,3
384,2,3,3,4,2,2,5,3,3,3,4,5,2,3,3,5,4,3,3,3,4,4,4,4,3,5,5
385,1,2,3,5,2,1,2,3,2,3,4,1,4,4,4,5,2,1,4,5,1,4,4,3,3,4,5
386,4,4,3,4,3,1,3,4,4,4,3,4,4,4,4,5,4,5,3,4,3,4,2,4,2,4,4
387,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
388,3,3,3,3,3,3,4,4,2,4,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3
389,3,4,3,4,2,3,3,4,3,3,3,3,2,3,3,5,3,4,3,3,4,4,3,3,3,4,3
390,5,5,4,2,5,5,5,4,5,5,4,1,4,5,4,4,4,5,4,4,5,5,4,5,3,4,4
391,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3
392,3,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,3,4,3,3
393,2,2,4,4,2,2,4,3,2,3,4,4,2,2,3,4,3,2,3,3,4,1,3,2,3,3,3
394,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
395,2,4,2,4,2,1,4,4,1,4,4,2,2,4,5,4,4,4,4,3,4,3,3,2,2,3,4
396,3,3,4,4,4,2,4,2,3,3,4,3,4,4,4,3,2,4,4,3,4,4,3,5,4,3,4
397,2,3,3,4,2,1,4,4,3,3,3,3,3,4,4,5,3,3,4,4,4,4,2,4,3,4,4
398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,3,3,4,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
400,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
401,3,3,3,4,2,1,4,5,2,2,4,2,4,3,1,5,4,3,2,5,4,2,4,4,4,4,4
402,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
403,2,4,2,4,2,2,5,5,2,2,4,2,2,4,4,5,3,3,5,4,4,4,2,2,3,4,5
404,3,2,4,3,3,2,4,3,2,2,4,3,3,2,4,5,4,4,4,3,3,3,4,2,4,3,4
405,2,1,2,4,3,2,4,3,3,1,4,2,3,2,3,4,2,3,3,3,4,4,3,3,3,4,4
406,2,4,4,5,2,2,4,4,2,2,4,4,2,5,4,4,2,4,4,2,5,4,5,5,2,3,2
407,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4
408,2,4,3,4,2,3,5,4,3,3,4,2,3,3,3,4,4,3,3,5,3,4,3,3,3,4,4
409,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4
411,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,5,3,2,3,3,4,3,4,2,4,3,3
412,1,3,3,4,2,1,4,4,1,3,4,2,2,2,3,4,2,3,3,3,3,3,4,3,3,4,4
413,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,2,3,3,3
414,3,3,3,4,3,3,5,4,3,2,4,3,2,3,4,4,4,3,4,3,3,4,3,3,3,4,4
415,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
416,2,3,2,4,2,2,4,3,2,3,2,4,2,2,3,5,2,4,2,3,4,4,3,4,3,3,4
417,1,1,4,4,1,1,3,4,1,2,3,3,1,4,2,5,2,2,2,2,4,3,4,4,2,5,2
418,3,4,3,3,3,3,4,2,3,3,3,4,3,4,3,3,3,4,2,3,3,2,3,4,4,3,2
419,1,1,3,3,3,1,4,4,2,1,4,1,4,2,3,4,3,5,3,2,2,1,4,1,3,2,4
420,2,4,4,3,3,2,4,4,2,3,4,3,3,3,3,5,4,4,4,4,3,4,3,3,4,2,5
421,2,2,1,5,2,1,4,3,1,2,2,5,2,3,4,5,4,4,2,3,2,4,4,4,2,4,1
422,1,4,3,5,2,1,3,4,1,2,3,2,2,3,3,5,4,2,4,1,4,4,3,2,3,4,5
423,2,2,4,5,4,2,4,4,2,3,4,2,3,3,3,5,4,4,4,4,4,4,4,4,3,3,4
424,1,3,5,4,1,1,5,5,1,2,4,4,1,4,3,5,1,1,4,4,4,3,5,2,3,4,4
425,1,2,5,3,4,1,5,2,1,2,5,1,3,4,5,5,5,4,5,5,2,4,3,1,5,1,5
426,2,3,3,4,2,2,5,4,2,1,4,4,2,3,4,3,4,3,3,2,4,4,4,3,3,2,4
427,4,2,4,4,2,2,4,2,2,3,4,2,3,3,4,3,4,4,4,4,4,3,4,2,3,3,4
428,4,4,4,4,2,3,4,4,2,4,4,2,2,4,4,5,3,4,4,4,3,4,4,4,4,3,4
429,4,3,4,4,3,2,4,4,3,3,3,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,4
430,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
431,4,3,3,3,3,2,4,4,2,3,4,3,4,3,2,5,3,3,4,4,3,4,4,3,3,2,4
432,1,3,5,5,1,1,2,4,2,3,5,4,3,3,4,5,3,2,3,3,4,4,5,3,3,4,1
433,1,1,4,5,2,2,4,4,2,2,4,3,2,4,2,5,3,3,4,3,3,3,4,1,3,1,4
434,4,4,3,3,4,4,5,5,4,4,5,4,4,4,5,5,4,3,5,3,5,4,4,3,3,3,5
435,3,3,3,4,3,2,4,3,2,3,3,3,3,3,3,5,3,2,4,3,3,4,3,4,3,3,4
436,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
437,2,3,3,5,1,1,2,4,2,1,2,3,1,4,2,5,4,2,3,3,4,3,2,2,2,4,2
438,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
439,3,1,2,5,2,2,3,5,2,2,2,4,2,4,2,4,4,2,2,2,4,4,4,3,2,4,2
440,2,3,4,5,3,2,4,3,4,3,4,3,4,4,3,4,4,3,4,3,3,1,3,2,3,4,5
441,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,4,4,3,3,4,3,4,3,4,4,3,3
442,2,4,3,4,2,3,3,3,2,2,4,3,2,3,4,4,4,3,3,4,4,4,4,3,3,2,4
443,2,4,4,3,4,1,5,5,2,2,5,3,2,2,3,5,4,3,4,2,3,4,4,4,4,5,4
444,2,2,2,3,2,2,4,2,2,2,2,3,2,3,3,2,2,2,3,3,2,2,3,3,4,3,3
445,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,3
446,3,3,4,4,3,2,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
447,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
448,2,4,3,4,2,2,4,4,1,2,4,2,2,3,3,5,3,2,2,3,4,3,3,2,3,4,4
449,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3
450,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
451,2,4,3,4,3,2,4,5,2,2,3,4,2,2,3,5,3,3,3,3,4,4,4,3,4,5,3
452,2,4,4,4,2,3,4,4,2,3,4,4,3,4,4,4,3,4,4,3,4,3,4,4,3,3,4
453,2,2,4,4,2,2,3,4,4,3,3,4,2,4,3,3,2,4,3,3,4,4,4,4,4,3,4
454,2,2,3,4,2,2,3,4,2,3,3,3,2,3,3,5,3,2,2,3,3,4,4,3,3,4,3
455,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
456,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
457,3,4,4,4,2,2,4,4,3,2,4,3,2,2,2,5,4,4,2,4,4,4,4,4,4,2,4
458,3,2,4,4,2,2,4,3,2,2,3,2,2,4,3,3,4,2,3,3,3,2,4,4,4,2,3
459,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
460,4,3,2,5,2,1,4,5,4,4,2,4,4,5,4,5,4,3,1,4,5,3,5,4,1,4,2
461,3,2,3,4,2,2,4,4,2,2,3,2,3,2,3,5,3,3,3,4,4,3,3,3,3,4,4
462,1,2,3,4,3,1,3,1,1,2,4,3,2,3,2,5,2,2,3,3,4,2,3,2,3,3,2
463,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,4,2,2,2,4,3,3,3,3,4
464,4,2,3,3,2,2,2,4,3,2,4,3,4,3,4,4,5,4,4,3,4,3,4,4,2,3,4
465,1,2,2,5,2,2,5,5,1,1,4,4,2,3,3,5,3,2,4,2,4,2,4,2,3,5,5
466,3,3,3,4,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3
467,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
468,3,4,3,3,3,3,3,4,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,4,3,4,3
469,2,2,2,4,2,2,4,3,2,2,3,2,2,4,3,4,3,3,3,3,3,4,4,2,2,4,3
470,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
471,2,3,3,5,2,2,4,4,3,2,5,3,2,3,4,5,4,4,3,3,5,4,4,1,2,4,4
472,1,2,3,4,2,1,5,5,1,2,5,4,2,2,3,5,2,1,3,2,2,4,4,4,2,4,4
473,1,1,1,3,1,1,1,4,1,1,5,3,1,3,5,3,1,4,4,1,1,4,4,1,1,1,5
474,3,4,3,3,4,3,3,3,3,2,2,2,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3
475,2,2,3,4,2,1,3,2,2,2,3,4,3,2,2,4,3,4,2,3,3,4,3,3,3,2,3
476,3,3,3,3,3,3,3,3,3,1,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3
477,3,3,3,3,2,3,5,5,3,3,4,3,4,3,4,3,3,3,3,4,2,4,3,3,4,3,3
478,4,2,3,4,2,3,2,4,4,4,4,2,2,2,2,4,4,4,2,4,4,4,4,4,4,3,2
479,2,4,3,5,3,1,5,4,3,4,4,4,4,3,3,3,4,2,4,4,4,2,3,4,2,3,5
480,4,3,2,4,3,2,5,4,5,3,4,3,2,4,2,5,4,4,3,4,4,4,3,4,3,5,5
481,3,3,3,5,1,3,3,4,2,2,3,2,2,3,2,4,3,3,2,4,3,4,4,2,3,4,3
482,2,3,4,3,3,3,4,4,3,2,3,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,3
483,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
484,2,3,3,3,3,3,2,3,3,3,4,2,3,2,2,3,4,3,3,3,3,4,2,2,3,3,3
485,2,4,4,4,2,2,4,4,4,3,4,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,4
486,4,3,4,4,3,2,4,4,4,3,4,3,4,3,4,5,4,3,4,3,4,4,3,3,4,4,4
487,2,4,4,4,2,2,4,5,3,1,4,3,3,5,2,5,4,5,2,4,4,1,2,2,4,1,3
488,2,4,4,4,2,2,5,5,2,2,5,4,2,2,5,5,4,4,5,4,4,4,5,4,4,4,5
489,3,1,4,4,1,2,4,4,3,2,4,5,3,4,4,5,4,4,4,3,5,3,3,2,4,4,5
490,2,2,4,4,3,2,4,4,2,3,4,3,4,3,4,4,4,4,4,3,4,3,2,4,4,4,4
491,2,4,4,4,2,2,4,4,2,2,4,4,3,3,4,5,5,2,4,4,3,5,2,4,2,4,4
492,3,4,4,4,3,2,3,4,3,4,3,4,3,4,3,4,4,2,3,4,4,4,5,2,4,3,4
493,3,3,5,5,2,1,5,1,1,3,4,1,1,1,5,1,1,1,4,3,3,4,1,5,4,1,5
494,3,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3
495,3,4,2,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,2,3,3
496,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4
