id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
497,2,3,3,3,2,2,4,4,2,1,3,3,3,3,3,5,4,2,2,3,4,4,4,4,3,3,2
498,1,3,1,4,3,3,4,3,1,2,4,2,1,3,3,4,3,3,4,3,3,3,4,3,3,4,4
499,3,4,4,3,4,1,4,4,3,3,4,4,3,4,3,5,3,4,3,4,4,4,4,4,4,4,5
500,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,4,3,3,3,3
501,2,4,3,5,3,3,5,5,3,4,5,3,3,3,4,4,4,2,4,3,5,3,5,2,3,2,4
502,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4
503,4,4,2,4,4,2,5,3,2,2,2,1,3,4,3,3,4,4,2,2,2,3,4,3,2,2,4
504,2,4,4,4,3,2,3,1,3,3,4,4,4,3,3,4,2,4,3,3,4,4,3,3,2,4,4
505,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
506,4,4,4,4,3,4,4,4,3,5,4,4,4,5,4,4,4,4,3,4,4,4,3,3,3,4,3
507,2,5,2,4,2,3,4,4,1,4,2,4,2,3,3,4,4,3,2,3,4,4,4,4,2,2,2
508,2,2,3,5,1,3,3,4,2,2,3,4,2,4,4,4,3,1,3,3,5,4,4,2,3,4,3
509,2,1,1,2,2,1,2,4,1,1,2,2,2,3,2,5,4,1,1,3,2,4,2,2,2,2,4
510,3,4,4,4,1,2,4,4,2,3,4,3,3,3,3,5,4,4,3,4,4,4,4,4,3,4,4
511,2,3,2,4,3,2,4,4,2,2,4,3,2,4,4,4,4,4,4,4,4,4,3,4,3,2,4
512,2,3,3,4,3,2,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
513,4,3,2,3,3,3,3,5,4,4,4,3,3,4,3,3,3,2,2,4,4,2,5,4,2,2,3
514,2,2,3,2,3,2,4,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,3,3,3,2
515,3,2,3,5,3,2,3,4,3,2,3,3,2,3,3,5,3,3,3,3,4,4,3,2,3,2,4
516,4,3,4,4,2,3,4,4,3,3,3,4,2,4,4,4,5,4,4,4,4,5,4,4,3,4,4
517,4,4,4,3,4,3,4,3,4,3,4,2,2,3,3,4,4,4,3,3,4,4,3,3,2,3,4
518,5,4,3,3,5,1,2,5,4,5,5,1,5,4,2,5,4,2,2,5,2,5,5,5,2,4,2
519,1,3,3,3,2,2,3,3,1,3,5,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4
520,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,5,3,3,3,3,4,3,3,3,4,3,3
521,2,3,3,5,3,2,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4
522,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
523,2,2,2,4,2,2,4,4,1,2,4,3,2,2,3,4,2,2,2,3,4,2,4,3,2,3,4
524,3,3,4,3,2,3,3,3,2,2,3,2,3,3,3,4,3,3,3,2,3,4,3,3,3,3,3
525,3,4,3,4,3,1,4,4,2,2,4,3,3,2,3,5,4,2,2,3,3,4,4,4,3,4,4
526,2,4,3,5,3,2,5,3,3,3,4,2,3,3,4,5,3,2,4,4,4,4,4,3,4,4,5
527,2,2,4,5,2,1,5,3,1,2,2,3,2,5,2,5,2,2,3,2,4,3,4,5,2,4,3
528,2,2,2,5,2,3,4,1,2,3,5,3,2,4,4,4,3,2,3,3,4,3,4,3,2,3,3
529,3,4,3,3,2,1,2,3,3,4,3,3,2,3,2,3,3,3,3,3,3,2,3,3,4,3,3
530,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,4,3,3,3,3,4
531,2,3,3,2,1,2,4,4,1,1,4,3,2,2,3,4,3,3,3,3,4,3,3,2,3,3,4
532,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4
533,3,3,3,4,3,3,4,4,4,3,4,3,3,3,4,5,4,3,4,3,3,3,4,3,3,3,4
534,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3
535,2,2,3,4,2,2,4,4,2,2,3,3,2,4,4,5,3,2,2,2,4,4,4,5,2,4,4
536,1,3,1,3,1,1,5,5,1,1,5,1,3,1,5,5,1,1,5,3,1,3,5,3,3,1,5
537,2,3,2,4,2,2,2,4,2,2,4,2,2,3,2,4,4,2,3,3,4,2,4,3,2,3,3
538,1,4,1,4,1,5,5,1,1,4,5,5,1,5,5,1,5,1,5,1,5,1,1,1,5,1,5
539,3,3,4,5,3,2,5,5,3,2,5,4,4,3,4,5,4,2,5,5,4,4,5,3,4,4,5
540,2,3,4,4,4,1,4,4,2,2,2,2,4,4,4,4,4,2,4,4,4,4,4,5,4,4,3
541,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2
542,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,5,4,4,3,3,4,4,3,3,3,4,3
543,4,4,4,4,2,2,5,5,1,2,3,2,3,3,3,5,4,3,4,3,3,4,4,4,4,5,5
544,4,3,4,2,2,3,4,4,2,2,3,2,4,3,3,4,4,4,4,4,4,3,4,2,3,3,3
545,3,3,2,4,3,4,2,3,3,1,3,2,3,3,3,4,5,2,3,3,3,3,3,2,2,3,2
546,3,4,4,4,3,3,5,5,4,3,5,3,4,4,4,5,3,5,5,3,3,4,5,4,4,4,4
547,3,4,5,3,3,1,5,5,4,4,3,3,3,4,3,5,3,3,5,5,3,4,4,4,5,3,5
548,1,1,1,5,1,1,2,2,1,1,1,5,1,2,2,3,1,2,2,2,5,2,1,1,1,4,4
549,2,4,4,4,3,2,4,3,2,3,4,3,2,3,4,4,4,2,4,3,3,4,3,4,3,3,3
550,4,4,4,3,4,2,4,4,4,4,4,2,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4
551,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3
552,2,3,2,4,2,3,3,3,2,2,3,2,4,3,4,4,3,3,4,3,3,4,3,2,2,3,4
553,1,3,2,4,1,2,3,4,2,3,3,4,1,4,2,5,3,2,2,3,3,5,3,3,3,5,2
554,2,2,2,5,2,1,5,3,2,2,3,2,4,2,2,4,3,2,2,3,4,3,4,3,2,2,5
555,3,4,4,4,3,2,4,3,2,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4
556,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3
557,2,3,3,5,3,1,3,3,3,2,2,3,2,2,5,5,3,2,3,2,4,3,4,2,3,3,5
558,2,4,4,4,2,2,4,4,3,3,3,2,2,3,3,4,4,4,3,4,4,4,4,4,2,4,3
559,5,4,4,5,5,4,5,4,4,2,4,4,5,2,2,4,4,4,4,5,4,2,3,3,5,4,5
560,4,3,3,4,2,3,5,2,4,3,3,4,2,4,3,5,4,3,4,4,4,4,2,4,3,4,4
561,3,3,3,4,3,3,4,3,3,3,5,2,4,3,4,4,4,3,4,4,2,4,3,4,3,4,4
562,2,2,4,4,2,2,4,4,2,2,4,4,4,2,4,5,4,4,4,4,4,4,4,2,4,5,1
563,3,3,4,4,3,2,3,3,2,2,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3
564,2,3,3,3,3,2,4,3,3,3,3,3,3,3,4,4,3,3,3,2,4,3,3,3,3,3,3
565,3,3,3,4,3,2,4,2,2,3,4,4,2,3,2,5,4,2,3,3,3,4,2,3,4,4,4
566,3,2,3,4,3,2,4,3,2,2,4,3,3,4,5,4,4,3,4,3,4,4,3,3,3,3,4
567,3,4,4,4,3,3,4,3,3,3,4,3,3,4,3,4,3,3,3,4,4,3,4,3,4,4,3
568,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,2,3,3,3,3,2,3,3,3,3,3
569,2,3,3,3,2,1,5,4,2,2,4,1,2,2,4,5,4,3,4,3,3,3,4,4,3,4,4
570,2,4,3,3,1,2,4,3,2,2,4,3,2,3,3,3,3,2,3,2,4,4,4,2,3,4,4
571,2,2,3,4,4,2,4,5,3,2,4,2,4,2,4,3,4,2,4,2,4,3,4,2,3,3,5
572,4,3,3,4,3,2,4,3,3,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,4
573,2,4,3,4,3,2,4,4,2,3,4,2,3,3,4,5,3,2,3,3,4,4,4,3,3,2,3
574,2,3,3,4,2,2,3,4,2,2,3,3,3,3,4,4,3,3,4,4,4,3,4,2,3,4,3
575,2,3,3,4,3,3,3,3,2,2,4,3,3,3,3,3,3,2,4,3,3,3,3,4,3,4,4
576,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
577,3,3,4,4,3,2,4,4,3,3,4,4,3,3,3,5,3,3,3,4,4,4,4,3,3,4,4
578,3,3,4,3,4,3,3,4,3,3,4,4,3,3,3,5,3,4,4,3,4,3,3,2,3,4,4
579,2,3,4,4,3,3,3,4,3,2,4,3,3,3,3,4,4,3,3,4,3,3,4,4,4,3,4
580,3,2,3,4,2,1,3,2,2,1,2,3,2,2,4,5,2,3,2,2,3,3,3,4,2,1,2
581,1,4,4,5,2,1,5,5,2,2,5,1,1,3,5,5,1,1,5,4,2,4,1,3,3,2,5
582,2,3,4,4,2,2,4,3,2,2,3,3,2,3,4,4,3,3,3,2,4,3,3,2,2,3,3
583,4,4,3,4,2,3,4,4,1,2,4,3,3,3,3,4,3,4,3,3,4,3,4,3,3,4,4
584,2,3,4,4,2,4,5,2,2,3,4,2,2,2,3,5,2,2,4,4,3,4,2,2,3,5,5
585,4,4,4,4,2,2,5,4,4,2,4,2,4,3,4,5,3,3,4,4,3,3,4,2,4,3,4
586,2,2,2,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,2,4,2,2,3,3
587,5,4,5,4,4,1,5,5,5,5,5,1,4,5,1,5,5,5,5,5,5,4,5,5,4,5,5
588,2,4,3,2,3,2,2,4,2,4,4,2,3,3,4,4,2,3,4,3,3,4,2,3,2,3,4
589,5,4,2,4,4,3,4,4,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4
590,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3
591,4,2,1,4,2,4,4,5,4,4,3,5,2,4,4,5,5,4,3,4,2,4,5,4,1,4,3
592,2,3,3,5,2,3,5,3,4,2,5,5,1,2,4,5,4,4,5,5,2,1,3,2,4,5,5
593,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
594,3,3,3,4,2,3,5,3,3,3,5,3,3,3,3,5,3,3,3,4,3,4,3,3,3,3,5
595,3,3,3,4,3,2,3,3,3,2,5,3,2,3,4,5,3,3,4,3,3,3,4,4,3,2,5
596,3,1,3,3,1,3,5,3,1,1,5,3,5,3,5,3,3,3,5,3,3,1,5,1,3,3,5
597,3,2,2,4,2,2,3,3,3,2,4,2,3,3,4,5,4,2,3,3,4,3,2,4,3,2,4
598,3,3,3,4,4,2,4,4,2,3,4,3,2,3,3,4,3,4,3,4,4,4,3,2,3,2,4
599,2,4,3,5,2,2,4,4,2,2,3,3,2,2,2,5,3,2,2,2,4,4,4,4,3,3,2
600,4,4,4,4,4,2,4,4,4,4,5,3,3,3,4,5,4,4,4,5,5,4,4,4,4,3,4
601,3,3,3,4,2,3,4,3,3,2,4,3,2,3,4,5,3,3,3,3,4,3,3,4,3,3,4
602,1,3,4,4,5,3,5,4,1,1,3,2,2,2,4,3,4,4,4,3,4,3,3,2,4,4,5
603,2,4,4,2,3,2,4,4,4,4,4,3,4,3,4,5,4,3,4,4,2,3,4,3,4,3,4
604,4,5,3,3,4,3,5,3,4,3,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,5
605,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,4,3,4,3,4,3,3,3
606,2,3,3,4,3,2,4,3,2,3,4,2,3,4,4,4,3,3,3,3,3,4,3,4,3,4,4
607,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3
608,4,4,4,4,3,3,4,4,3,2,4,3,3,4,4,3,4,3,4,3,4,4,2,3,4,3,4
609,3,3,3,5,2,2,5,1,2,2,5,3,3,4,2,5,4,2,5,4,3,3,2,4,3,4,5
610,3,4,3,4,3,2,5,4,3,4,4,3,2,3,3,4,3,3,3,4,4,4,3,4,2,4,3
611,1,2,5,5,1,1,5,5,1,1,5,4,4,2,5,4,4,4,5,2,4,5,2,2,4,1,5
612,2,3,2,4,2,3,4,3,1,2,5,4,3,2,3,5,2,4,3,4,4,2,3,4,4,3,4
613,2,2,4,4,2,2,4,2,2,2,4,2,2,2,4,3,4,2,4,2,4,2,4,2,4,2,4
614,2,4,4,5,2,1,4,4,1,1,4,2,2,4,4,5,4,4,3,3,2,4,4,3,3,5,4
615,2,2,4,4,2,2,2,2,2,2,2,2,3,3,3,4,2,3,3,4,4,4,2,3,4,4,2
616,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
617,4,3,3,4,4,2,4,5,4,3,4,2,3,3,4,5,3,2,4,3,3,4,3,3,3,2,4
618,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3
619,3,3,4,4,3,2,4,4,3,2,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,3,4
620,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
621,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,2,3,3
622,2,2,4,4,4,3,4,4,2,2,4,2,5,3,4,5,4,2,2,4,4,4,4,4,3,4,4
623,1,3,2,5,3,1,5,4,1,4,3,4,4,1,3,5,4,3,3,3,4,3,3,3,2,4,1
624,4,2,3,5,5,3,5,4,4,2,4,3,4,4,5,5,5,3,4,4,5,2,4,4,5,4,5
625,3,4,4,5,5,1,4,5,3,4,4,2,1,3,3,5,4,1,2,4,2,4,1,5,2,4,3
626,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
627,2,3,3,4,3,3,4,4,3,3,4,4,3,3,4,5,4,3,4,4,4,4,4,4,3,4,4
628,2,3,4,4,2,2,5,4,1,2,4,2,2,2,4,5,4,3,5,3,4,3,4,2,3,4,4
629,2,2,3,4,2,2,5,2,1,1,3,4,4,4,4,5,4,3,5,3,4,3,4,2,3,3,4
630,2,2,2,4,2,1,2,3,3,2,2,2,2,1,3,4,3,2,2,2,3,3,4,2,2,2,2
631,2,4,2,4,2,2,3,4,1,3,3,3,2,3,3,5,5,3,3,5,4,4,2,4,2,5,4
632,3,3,4,4,2,3,4,4,3,2,4,4,3,4,3,3,2,4,4,3,3,3,4,4,2,3,4
633,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3
634,2,2,2,4,2,1,4,3,2,1,3,2,4,2,4,3,3,1,3,4,2,4,3,3,2,3,4
635,4,3,4,4,3,3,3,2,4,3,4,2,2,4,2,5,4,3,4,4,4,4,5,4,4,5,3
636,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
637,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,4,3,3,3,4
638,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3
639,1,2,4,4,3,2,4,3,2,2,3,3,2,2,3,5,4,2,3,2,3,2,3,3,4,3,4
640,3,3,3,4,3,1,5,3,3,4,4,2,4,2,3,3,3,3,4,4,2,4,4,3,3,4,5
641,3,4,4,4,2,2,4,4,2,2,4,4,3,3,2,4,4,4,2,4,4,4,4,3,3,4,4
642,3,4,4,4,3,3,4,3,2,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
643,4,3,4,4,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4
644,3,3,4,5,2,2,4,4,3,3,4,3,3,3,3,5,4,3,4,4,4,4,4,3,3,4,4
645,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
646,2,3,2,4,3,2,4,3,2,3,4,2,2,3,2,4,3,3,3,3,3,3,2,4,2,4,4
647,1,3,5,4,2,1,5,5,1,2,5,3,1,3,5,5,3,1,4,4,4,3,3,1,2,1,5
648,2,4,2,3,3,3,4,4,3,4,4,4,3,3,3,4,4,5,2,2,3,4,4,3,2,5,3
649,3,3,3,3,4,3,4,4,3,3,3,2,3,3,3,4,3,3,3,4,3,4,3,3,3,3,4
650,2,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
651,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,5,3,4,3,4
652,5,4,1,4,5,2,2,2,5,3,1,1,5,2,1,5,1,4,5,3,5,4,3,5,2,1,1
653,3,3,3,4,2,3,5,4,4,4,4,5,2,3,3,4,3,3,3,3,4,4,3,3,3,4,3
654,3,2,3,4,3,2,3,3,3,3,4,4,3,3,2,4,3,3,4,3,3,3,3,2,3,3,4
655,1,3,5,5,1,2,4,4,1,2,4,3,3,3,2,4,4,3,2,3,4,2,4,3,3,3,5
656,3,2,2,4,2,2,3,2,2,3,2,4,4,4,4,4,3,2,2,4,3,4,4,3,2,4,4
657,3,3,2,4,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,4,4,3,3,3,3,3,4
658,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
659,4,3,4,4,3,1,5,4,3,3,4,2,4,4,2,2,4,3,5,5,4,1,3,3,4,4,4
660,3,3,3,3,3,3,4,4,3,3,4,2,3,3,3,4,3,3,3,4,4,3,3,2,3,3,4
661,3,3,4,3,3,2,4,3,3,3,4,5,4,1,2,4,4,2,4,4,3,4,2,4,2,5,4
662,1,4,4,5,2,2,5,2,1,4,5,4,1,1,3,5,4,4,4,5,4,5,2,5,2,4,5
663,3,3,4,4,3,2,5,4,2,3,3,3,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3
664,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,4,2,3,3,3,4,3
665,4,3,3,4,4,2,4,3,4,3,4,4,2,3,4,3,4,3,4,4,4,3,4,3,3,4,4
666,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3
667,2,4,2,5,2,4,4,4,1,2,4,4,2,5,4,5,3,4,4,3,5,3,5,2,2,4,2
668,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,4
669,1,4,2,4,1,2,4,4,1,1,4,3,1,3,4,5,2,2,2,2,4,4,4,4,3,5,2
670,3,2,4,4,3,2,4,4,3,4,4,3,3,3,4,5,4,3,4,3,4,4,3,4,3,3,4
671,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4
672,3,2,3,4,2,2,3,4,4,2,4,3,3,4,4,5,3,4,4,4,5,3,2,4,4,2,3
673,4,4,3,3,2,4,4,3,4,3,4,2,3,4,2,4,4,4,4,3,4,4,3,4,4,4,4
674,3,3,3,4,1,4,4,3,1,2,3,4,2,3,5,4,2,3,4,2,2,3,4,2,3,2,5
675,4,3,2,4,4,1,4,3,4,2,4,2,4,3,3,2,5,3,4,3,3,4,3,2,3,2,4
676,3,4,2,3,3,3,2,4,4,3,3,3,3,3,3,4,3,4,3,3,3,5,5,4,3,3,4
677,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4
678,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
679,1,3,5,5,3,1,5,5,1,1,1,3,5,1,3,5,3,3,3,3,5,1,5,3,5,3,5
680,3,3,3,3,4,2,5,4,3,4,5,1,3,3,4,5,4,3,4,3,3,4,3,3,3,3,5
681,3,4,3,3,2,2,4,4,2,2,3,4,3,2,2,4,3,3,3,3,4,3,4,3,3,4,4
682,2,4,3,3,3,2,4,3,2,4,4,2,3,3,3,4,3,3,3,4,4,4,4,3,3,3,5
683,1,1,5,1,3,1,5,3,1,1,5,1,2,4,4,2,1,3,5,5,2,4,2,1,2,1,5
684,3,3,3,4,3,3,5,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,5,3,3,4
685,5,4,3,3,5,3,3,5,5,4,3,3,4,3,3,5,5,5,3,5,3,3,5,3,3,4,3
686,3,3,3,5,2,2,3,4,4,3,3,3,3,3,3,5,4,3,3,3,3,4,3,3,3,3,3
687,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
688,3,3,2,4,4,2,4,4,3,2,4,3,4,2,4,5,2,2,4,4,2,3,4,3,4,4,4
689,2,2,3,4,2,3,4,4,2,2,3,4,2,3,4,5,3,3,2,4,3,4,4,4,3,3,3
690,3,3,4,4,3,2,4,3,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3,3,4,3,4
691,2,3,2,3,1,2,4,4,1,2,4,1,2,2,4,5,3,2,3,3,3,3,4,2,2,2,5
692,3,3,3,3,3,2,3,3,3,3,3,2,5,3,4,4,4,3,3,3,3,4,4,3,3,3,3
693,1,3,3,4,2,2,4,3,3,2,5,4,2,4,3,4,3,4,3,4,2,4,2,3,3,5,4
694,3,2,3,4,3,2,4,4,3,2,4,3,4,2,4,5,3,2,4,4,3,2,3,3,3,2,4
695,4,4,4,4,2,4,3,4,3,3,3,4,4,2,3,3,4,4,3,4,4,3,4,2,3,4,3
696,2,2,3,5,1,1,5,4,2,1,5,4,2,2,3,5,4,2,3,3,4,3,4,4,1,4,4
697,4,4,3,5,4,2,4,3,4,4,5,2,3,4,4,4,4,4,4,4,4,5,4,3,3,4,5
698,1,3,5,5,4,1,5,3,1,1,5,1,4,3,4,5,5,3,5,4,5,4,5,1,5,1,5
699,3,3,3,2,3,1,5,3,3,2,4,2,4,3,3,4,4,1,5,3,2,3,5,2,3,2,4
700,3,3,3,3,3,2,4,3,3,3,4,3,3,3,4,4,4,3,3,4,3,3,4,3,3,3,4
701,4,4,4,4,3,3,5,3,3,3,4,3,3,3,3,5,4,2,5,5,3,4,2,4,4,5,5
702,3,4,4,3,4,2,4,4,2,2,4,2,3,3,4,4,3,3,4,4,4,2,4,2,4,3,4
703,4,4,4,4,4,4,3,4,4,4,4,3,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4
704,2,2,2,4,2,3,2,5,1,1,2,2,1,2,3,4,2,2,2,3,3,5,4,4,3,3,3
705,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3
706,3,3,3,4,2,2,4,3,3,3,3,4,2,2,3,4,4,3,3,3,4,2,4,2,3,3,4
707,2,2,4,4,2,2,3,3,2,3,2,3,3,2,3,4,4,4,3,3,4,3,4,3,3,3,3
708,2,3,4,4,2,2,4,3,1,2,4,3,3,3,4,5,4,3,3,3,3,3,3,2,4,2,4
709,2,4,2,5,1,2,5,2,3,1,4,2,2,5,5,3,3,2,2,3,3,4,1,3,3,4,5
710,2,3,3,3,3,1,5,3,3,3,4,3,3,3,2,4,4,2,4,4,4,3,3,3,3,3,4
711,3,3,3,4,3,2,5,3,4,3,4,2,4,4,4,4,3,4,5,4,3,4,4,4,5,4,4
712,1,3,2,4,2,1,2,3,2,2,2,2,2,5,2,5,4,3,3,2,2,4,3,4,2,3,4
713,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,3,2,3,4,3,2,3,4,3
714,2,2,4,5,1,3,4,5,1,1,2,5,1,5,2,5,1,1,4,1,5,4,4,2,1,4,1
715,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3
716,1,4,2,5,2,4,3,4,2,2,2,4,1,4,4,4,4,2,4,2,4,3,4,4,3,4,4
717,2,2,4,3,2,2,4,2,2,2,4,4,2,2,4,4,4,4,3,3,3,3,3,4,4,3,4
718,4,4,4,5,5,3,2,4,3,5,5,3,5,4,3,4,4,3,2,3,3,2,3,5,3,4,3
719,3,4,4,4,3,2,5,4,4,3,5,5,4,4,5,3,4,4,4,4,4,4,4,5,4,4,5
720,2,4,2,5,2,2,5,4,1,2,4,3,1,3,2,5,4,2,4,4,4,4,5,1,1,3,4
721,3,4,4,4,3,3,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4
722,1,1,4,3,1,2,5,3,1,1,5,4,1,3,4,5,3,3,5,3,5,1,4,1,5,5,5
723,2,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3
724,4,4,2,3,3,1,4,4,5,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,3,3,4
725,3,3,3,3,3,3,3,3,3,2,5,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,5
726,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,4
727,2,4,2,4,2,2,4,3,2,2,4,4,2,2,4,4,4,2,4,2,2,4,3,4,4,4,4
728,1,2,1,5,1,1,5,5,1,1,4,2,1,1,4,5,1,1,3,1,5,3,4,2,1,5,4
729,4,2,4,4,3,2,4,3,2,2,4,2,3,3,4,4,4,2,4,4,4,3,3,3,4,2,4
730,2,2,3,4,2,1,5,3,1,1,4,2,2,2,4,1,4,2,2,2,4,3,3,1,2,3,5
731,3,4,4,2,3,2,4,3,3,3,4,4,3,3,4,5,4,4,4,3,4,4,4,3,3,4,4
732,2,3,4,4,2,1,4,3,2,2,4,3,3,3,4,4,4,2,3,4,4,4,3,3,3,3,3
733,2,3,3,5,3,1,5,4,3,2,5,4,3,2,4,4,5,3,2,3,4,3,3,2,3,2,5
734,2,3,2,4,3,2,3,3,2,2,2,3,2,3,2,4,3,3,3,2,4,3,4,2,3,3,4
735,5,5,5,4,5,2,5,4,5,4,5,3,5,3,4,5,5,4,4,5,2,4,5,2,4,3,4
736,3,3,3,4,3,3,3,4,3,3,4,3,3,3,2,5,3,4,3,3,3,3,3,3,3,3,3
737,3,3,3,3,2,3,4,4,3,2,4,3,2,3,3,4,3,3,4,3,3,3,3,3,3,4,4
738,1,3,3,4,2,3,3,4,3,3,4,2,3,3,3,5,4,3,4,4,4,3,4,2,4,3,3
739,2,4,4,4,2,4,5,4,4,4,4,4,3,4,5,4,5,3,3,4,5,5,4,5,3,4,4
740,2,3,4,4,2,2,4,3,2,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
741,4,3,4,3,4,4,4,4,2,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,2,4
742,4,3,3,3,3,2,3,3,2,2,3,3,3,2,4,2,4,2,3,4,3,4,3,1,3,3,3
743,1,3,3,5,1,4,3,4,1,1,4,5,1,4,3,4,5,4,3,1,4,1,4,4,1,3,3
744,2,2,4,4,2,2,4,3,1,3,4,4,2,4,4,3,4,2,3,3,3,3,3,3,3,3,3
